"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",100-Hz data,Rapid failure period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original distance data; corr = corrected data to reflect slope-parallel distance m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
24624.45,0.65389,0.21985,0.12572,0.654,0.220,0.126,23.24,0.16,38.02,2.28,0.02,3.73
24624.46,0.65439,0.21859,0.12559,0.654,0.219,0.126,23.24,0.16,37.73,2.28,0.02,3.70
24624.47,0.65439,0.22048,0.12572,0.654,0.220,0.126,23.24,-0.16,38.17,2.28,-0.02,3.74
24624.48,0.65477,0.21922,0.12572,0.655,0.219,0.126,23.39,0.16,38.02,2.29,0.02,3.73
24624.49,0.6549,0.21985,0.12572,0.655,0.220,0.126,23.08,-0.31,38.02,2.26,-0.03,3.73
24624.50,0.65528,0.21985,0.12572,0.655,0.220,0.126,23.08,-0.47,38.17,2.26,-0.05,3.74
24624.51,0.65528,0.21985,0.12597,0.655,0.220,0.126,23.24,0.16,38.02,2.28,0.02,3.73
24624.52,0.65566,0.21985,0.12584,0.656,0.220,0.126,23.39,-0.31,38.31,2.29,-0.03,3.76
24624.53,0.65604,0.21985,0.12584,0.656,0.220,0.126,22.93,-0.31,38.17,2.25,-0.03,3.74
24624.54,0.6563,0.22048,0.12597,0.656,0.220,0.126,23.39,-0.31,38.31,2.29,-0.03,3.76
24624.55,0.65642,0.22048,0.12572,0.656,0.220,0.126,23.24,-0.16,38.17,2.28,-0.02,3.74
24624.56,0.6563,0.21985,0.12597,0.656,0.220,0.126,23.24,-0.31,38.31,2.28,-0.03,3.76
24624.57,0.65693,0.21985,0.1261,0.657,0.220,0.126,23.08,-0.16,38.17,2.26,-0.02,3.74
24624.58,0.65706,0.21985,0.12597,0.657,0.220,0.126,23.24,-0.16,38.31,2.28,-0.02,3.76
24624.59,0.65719,0.22048,0.12584,0.657,0.220,0.126,23.08,-0.31,38.17,2.26,-0.03,3.74
24624.60,0.65744,0.22111,0.1261,0.657,0.221,0.126,23.24,-0.16,38.31,2.28,-0.02,3.76
24624.61,0.65782,0.22048,0.12623,0.658,0.220,0.126,23.08,-0.31,38.17,2.26,-0.03,3.74
24624.62,0.65782,0.22111,0.12636,0.658,0.221,0.126,23.55,-0.31,38.31,2.31,-0.03,3.76
24624.63,0.65795,0.22048,0.1261,0.658,0.220,0.126,23.08,-0.47,38.31,2.26,-0.05,3.76
24624.64,0.65808,0.21985,0.12636,0.658,0.220,0.126,23.08,-0.47,38.31,2.26,-0.05,3.76
24624.65,0.6582,0.22174,0.1261,0.658,0.222,0.126,23.24,-0.47,38.31,2.28,-0.05,3.76
24624.66,0.65833,0.22111,0.1261,0.658,0.221,0.126,23.24,-0.63,38.61,2.28,-0.06,3.79
24624.67,0.65884,0.22111,0.12623,0.659,0.221,0.126,23.39,-0.31,38.46,2.29,-0.03,3.77
24624.68,0.65884,0.22048,0.12623,0.659,0.220,0.126,23.08,-0.63,38.46,2.26,-0.06,3.77
24624.69,0.65896,0.22048,0.12636,0.659,0.220,0.126,23.24,-0.78,38.75,2.28,-0.08,3.80
24624.70,0.65909,0.22048,0.12649,0.659,0.220,0.126,23.39,-0.78,38.61,2.29,-0.08,3.79
24624.71,0.65922,0.22237,0.12649,0.659,0.222,0.126,23.24,-0.94,38.46,2.28,-0.09,3.77
24624.72,0.6596,0.22111,0.12636,0.660,0.221,0.126,22.93,-0.47,38.61,2.25,-0.05,3.79
24624.73,0.65973,0.22237,0.12649,0.660,0.222,0.126,23.24,-0.63,38.46,2.28,-0.06,3.77
24624.74,0.65973,0.22237,0.12649,0.660,0.222,0.126,23.24,-0.78,38.46,2.28,-0.08,3.77
24624.75,0.65985,0.21985,0.12662,0.660,0.220,0.127,23.08,-0.63,38.31,2.26,-0.06,3.76
24624.76,0.65998,0.22237,0.12636,0.660,0.222,0.126,23.24,-0.78,38.61,2.28,-0.08,3.79
24624.77,0.66049,0.22111,0.12649,0.660,0.221,0.126,23.08,-0.94,38.61,2.26,-0.09,3.79
24624.78,0.66036,0.22048,0.12662,0.660,0.220,0.127,23.24,-0.94,38.61,2.28,-0.09,3.79
24624.79,0.66049,0.22174,0.12674,0.660,0.222,0.127,23.39,-1.09,38.75,2.29,-0.11,3.80
24624.80,0.66087,0.22111,0.12649,0.661,0.221,0.126,23.39,-0.63,38.90,2.29,-0.06,3.81
24624.81,0.66074,0.22237,0.12674,0.661,0.222,0.127,23.24,-1.09,38.90,2.28,-0.11,3.81
24624.82,0.66087,0.22174,0.12674,0.661,0.222,0.127,23.24,-0.94,38.61,2.28,-0.09,3.79
24624.83,0.661,0.22174,0.12662,0.661,0.222,0.127,23.08,-0.94,38.46,2.26,-0.09,3.77
24624.84,0.66112,0.22174,0.12674,0.661,0.222,0.127,23.24,-1.09,38.75,2.28,-0.11,3.80
24624.85,0.66125,0.22174,0.12662,0.661,0.222,0.127,23.08,-1.41,39.04,2.26,-0.14,3.83
24624.86,0.6615,0.22111,0.12649,0.662,0.221,0.126,23.39,-1.09,38.61,2.29,-0.11,3.79
24624.87,0.66163,0.22174,0.12649,0.662,0.222,0.126,23.24,-1.09,38.75,2.28,-0.11,3.80
24624.88,0.66188,0.223,0.12674,0.662,0.223,0.127,23.39,-1.09,38.46,2.29,-0.11,3.77
24624.89,0.66188,0.22174,0.12662,0.662,0.222,0.127,23.39,-1.25,38.61,2.29,-0.12,3.79
24624.90,0.66214,0.22237,0.12674,0.662,0.222,0.127,23.24,-1.56,38.75,2.28,-0.15,3.80
24624.91,0.66239,0.22174,0.12649,0.662,0.222,0.126,23.08,-1.41,38.75,2.26,-0.14,3.80
24624.92,0.66239,0.223,0.12649,0.662,0.223,0.126,22.93,-1.41,38.75,2.25,-0.14,3.80
24624.93,0.66265,0.223,0.12662,0.663,0.223,0.127,23.24,-1.41,38.75,2.28,-0.14,3.80
24624.94,0.6629,0.22174,0.12649,0.663,0.222,0.126,23.24,-1.56,39.04,2.28,-0.15,3.83
24624.95,0.66303,0.22111,0.12662,0.663,0.221,0.127,22.93,-1.56,38.90,2.25,-0.15,3.81
24624.96,0.66303,0.22237,0.12649,0.663,0.222,0.126,23.24,-1.72,38.90,2.28,-0.17,3.81
24624.97,0.66353,0.22174,0.12674,0.664,0.222,0.127,22.93,-1.88,38.75,2.25,-0.18,3.80
24624.98,0.66366,0.22237,0.12674,0.664,0.222,0.127,23.08,-1.88,38.61,2.26,-0.18,3.79
24624.99,0.66379,0.223,0.12674,0.664,0.223,0.127,23.24,-2.03,38.75,2.28,-0.20,3.80
24625.00,0.66392,0.22237,0.12674,0.664,0.222,0.127,23.39,-2.03,38.90,2.29,-0.20,3.81
24625.01,0.66417,0.22364,0.12674,0.664,0.224,0.127,23.39,-2.19,38.90,2.29,-0.21,3.81
24625.02,0.6643,0.223,0.12674,0.664,0.223,0.127,22.93,-1.88,38.61,2.25,-0.18,3.79
24625.03,0.66468,0.223,0.127,0.665,0.223,0.127,23.24,-2.03,39.19,2.28,-0.20,3.84
24625.04,0.66493,0.223,0.127,0.665,0.223,0.127,23.24,-2.19,38.90,2.28,-0.21,3.81
24625.05,0.66544,0.22364,0.12687,0.665,0.224,0.127,23.24,-2.03,38.75,2.28,-0.20,3.80
24625.06,0.66531,0.223,0.12687,0.665,0.223,0.127,23.08,-2.34,38.90,2.26,-0.23,3.81
24625.07,0.66557,0.22364,0.12726,0.666,0.224,0.127,22.93,-2.19,38.90,2.25,-0.21,3.81
24625.08,0.66569,0.22237,0.12713,0.666,0.222,0.127,23.08,-2.50,38.90,2.26,-0.25,3.81
24625.09,0.6662,0.22364,0.12726,0.666,0.224,0.127,23.24,-2.66,38.90,2.28,-0.26,3.81
24625.10,0.66633,0.22364,0.12713,0.666,0.224,0.127,23.24,-2.50,38.61,2.28,-0.25,3.79
24625.11,0.66646,0.22237,0.12726,0.666,0.222,0.127,23.08,-2.66,38.90,2.26,-0.26,3.81
24625.12,0.66671,0.22427,0.127,0.667,0.224,0.127,22.93,-2.97,38.90,2.25,-0.29,3.81
24625.13,0.66709,0.2249,0.12739,0.667,0.225,0.127,23.08,-2.66,39.04,2.26,-0.26,3.83
24625.14,0.66747,0.2249,0.12739,0.667,0.225,0.127,23.24,-2.66,38.90,2.28,-0.26,3.81
24625.15,0.66772,0.22364,0.12713,0.668,0.224,0.127,23.39,-2.81,38.75,2.29,-0.28,3.80
24625.16,0.66798,0.22364,0.12726,0.668,0.224,0.127,23.24,-2.97,38.90,2.28,-0.29,3.81
24625.17,0.66823,0.2249,0.12726,0.668,0.225,0.127,23.39,-3.13,38.90,2.29,-0.31,3.81
24625.18,0.66861,0.223,0.12739,0.669,0.223,0.127,23.08,-3.44,38.90,2.26,-0.34,3.81
24625.19,0.66861,0.22427,0.12764,0.669,0.224,0.128,23.24,-3.28,39.04,2.28,-0.32,3.83
24625.20,0.66899,0.2249,0.12739,0.669,0.225,0.127,23.39,-3.75,38.75,2.29,-0.37,3.80
24625.21,0.66938,0.223,0.12777,0.669,0.223,0.128,23.24,-3.59,38.75,2.28,-0.35,3.80
24625.22,0.66963,0.22364,0.12764,0.670,0.224,0.128,23.08,-3.59,39.04,2.26,-0.35,3.83
24625.23,0.67014,0.2249,0.12751,0.670,0.225,0.128,22.93,-3.44,39.04,2.25,-0.34,3.83
24625.24,0.67014,0.22427,0.12764,0.670,0.224,0.128,23.08,-3.75,39.04,2.26,-0.37,3.83
24625.25,0.67065,0.22553,0.12764,0.671,0.226,0.128,23.55,-3.91,39.04,2.31,-0.38,3.83
24625.26,0.67115,0.22427,0.12764,0.671,0.224,0.128,23.24,-3.59,38.90,2.28,-0.35,3.81
24625.27,0.67115,0.2249,0.12777,0.671,0.225,0.128,23.08,-3.91,39.34,2.26,-0.38,3.86
24625.28,0.67141,0.2249,0.12803,0.671,0.225,0.128,23.24,-4.06,39.19,2.28,-0.40,3.84
24625.29,0.67166,0.2249,0.1279,0.672,0.225,0.128,23.08,-4.22,38.90,2.26,-0.41,3.81
24625.30,0.67204,0.22553,0.1279,0.672,0.226,0.128,23.24,-4.53,39.04,2.28,-0.44,3.83
24625.31,0.67217,0.22553,0.1279,0.672,0.226,0.128,23.24,-4.22,38.90,2.28,-0.41,3.81
24625.32,0.67268,0.22616,0.1279,0.673,0.226,0.128,23.39,-4.38,39.04,2.29,-0.43,3.83
24625.33,0.67268,0.22427,0.1279,0.673,0.224,0.128,23.24,-4.53,38.90,2.28,-0.44,3.81
24625.34,0.67293,0.22553,0.12803,0.673,0.226,0.128,23.24,-4.84,39.19,2.28,-0.47,3.84
24625.35,0.67331,0.22553,0.12829,0.673,0.226,0.128,23.24,-4.69,39.04,2.28,-0.46,3.83
24625.36,0.67331,0.22553,0.12803,0.673,0.226,0.128,23.08,-4.53,38.75,2.26,-0.44,3.80
24625.37,0.67369,0.22427,0.1279,0.674,0.224,0.128,23.24,-4.84,39.04,2.28,-0.47,3.83
24625.38,0.67382,0.22553,0.12803,0.674,0.226,0.128,23.39,-4.69,39.04,2.29,-0.46,3.83
24625.39,0.6742,0.2249,0.12816,0.674,0.225,0.128,23.24,-5.00,39.34,2.28,-0.49,3.86
24625.40,0.67445,0.22679,0.12816,0.674,0.227,0.128,23.24,-4.69,39.19,2.28,-0.46,3.84
24625.41,0.67484,0.22553,0.12829,0.675,0.226,0.128,23.39,-5.31,39.04,2.29,-0.52,3.83
24625.42,0.67509,0.22616,0.12803,0.675,0.226,0.128,23.24,-5.31,39.04,2.28,-0.52,3.83
24625.43,0.67534,0.22616,0.12803,0.675,0.226,0.128,23.39,-5.47,39.04,2.29,-0.54,3.83
24625.44,0.67522,0.22679,0.12803,0.675,0.227,0.128,23.24,-5.31,38.90,2.28,-0.52,3.81
24625.45,0.6756,0.22616,0.12829,0.676,0.226,0.128,23.24,-5.47,39.19,2.28,-0.54,3.84
24625.46,0.67598,0.2249,0.12829,0.676,0.225,0.128,23.08,-5.47,38.90,2.26,-0.54,3.81
24625.47,0.6761,0.22616,0.12854,0.676,0.226,0.129,23.08,-5.63,39.34,2.26,-0.55,3.86
24625.48,0.67649,0.2249,0.12841,0.676,0.225,0.128,23.24,-5.31,39.04,2.28,-0.52,3.83
24625.49,0.67649,0.22616,0.12829,0.676,0.226,0.128,23.24,-5.94,39.04,2.28,-0.58,3.83
24625.50,0.67687,0.22553,0.12829,0.677,0.226,0.128,23.08,-5.78,39.04,2.26,-0.57,3.83
24625.51,0.67712,0.22679,0.12854,0.677,0.227,0.129,23.24,-6.25,39.04,2.28,-0.61,3.83
24625.52,0.67725,0.22679,0.12829,0.677,0.227,0.128,23.55,-5.94,39.04,2.31,-0.58,3.83
24625.53,0.6775,0.22679,0.12829,0.678,0.227,0.128,23.08,-6.25,39.04,2.26,-0.61,3.83
24625.54,0.67776,0.22616,0.12829,0.678,0.226,0.128,23.55,-6.09,39.19,2.31,-0.60,3.84
24625.55,0.67814,0.22742,0.12854,0.678,0.227,0.129,23.55,-6.09,38.90,2.31,-0.60,3.81
24625.56,0.67826,0.22742,0.12854,0.678,0.227,0.129,23.24,-6.25,38.90,2.28,-0.61,3.81
24625.57,0.67826,0.22679,0.12841,0.678,0.227,0.128,23.08,-6.41,39.19,2.26,-0.63,3.84
24625.58,0.67852,0.22679,0.12854,0.679,0.227,0.129,23.39,-6.41,38.75,2.29,-0.63,3.80
24625.59,0.67915,0.22679,0.12841,0.679,0.227,0.128,23.24,-6.72,38.90,2.28,-0.66,3.81
24625.60,0.67915,0.22679,0.12867,0.679,0.227,0.129,23.08,-6.88,39.04,2.26,-0.67,3.83
24625.61,0.67941,0.22742,0.12841,0.679,0.227,0.128,23.39,-6.56,39.19,2.29,-0.64,3.84
24625.62,0.67966,0.22679,0.12867,0.680,0.227,0.129,23.24,-6.88,38.90,2.28,-0.67,3.81
24625.63,0.67979,0.22742,0.12867,0.680,0.227,0.129,23.24,-7.19,38.75,2.28,-0.70,3.80
24625.64,0.68017,0.22805,0.1288,0.680,0.228,0.129,23.24,-7.03,38.90,2.28,-0.69,3.81
24625.65,0.68055,0.22679,0.12854,0.681,0.227,0.129,23.39,-7.03,38.90,2.29,-0.69,3.81
24625.66,0.68068,0.22679,0.12893,0.681,0.227,0.129,23.08,-7.03,38.90,2.26,-0.69,3.81
24625.67,0.68118,0.22805,0.12867,0.681,0.228,0.129,23.24,-7.34,38.90,2.28,-0.72,3.81
24625.68,0.68131,0.22742,0.12893,0.681,0.227,0.129,23.08,-7.50,38.90,2.26,-0.74,3.81
24625.69,0.68144,0.22805,0.1288,0.681,0.228,0.129,23.24,-7.50,38.75,2.28,-0.74,3.80
24625.70,0.68156,0.22805,0.12906,0.682,0.228,0.129,23.39,-7.34,38.90,2.29,-0.72,3.81
24625.71,0.68182,0.22805,0.12906,0.682,0.228,0.129,23.55,-7.50,39.04,2.31,-0.74,3.83
24625.72,0.68233,0.22932,0.12893,0.682,0.229,0.129,23.39,-7.34,38.75,2.29,-0.72,3.80
24625.73,0.68258,0.22868,0.12919,0.683,0.229,0.129,23.55,-7.50,38.90,2.31,-0.74,3.81
24625.74,0.68309,0.22932,0.12906,0.683,0.229,0.129,22.93,-7.34,38.90,2.25,-0.72,3.81
24625.75,0.68334,0.22868,0.12919,0.683,0.229,0.129,23.24,-7.34,38.61,2.28,-0.72,3.79
24625.76,0.6836,0.22932,0.12944,0.684,0.229,0.129,23.24,-7.50,38.90,2.28,-0.74,3.81
24625.77,0.68398,0.22932,0.12931,0.684,0.229,0.129,23.24,-7.66,39.04,2.28,-0.75,3.83
24625.78,0.6841,0.22932,0.12931,0.684,0.229,0.129,23.39,-7.34,38.61,2.29,-0.72,3.79
24625.79,0.68436,0.22868,0.12957,0.684,0.229,0.130,23.55,-7.81,38.75,2.31,-0.77,3.80
24625.80,0.68487,0.22868,0.12931,0.685,0.229,0.129,23.24,-7.50,38.61,2.28,-0.74,3.79
24625.81,0.68512,0.22995,0.12944,0.685,0.230,0.129,23.24,-7.50,38.90,2.28,-0.74,3.81
24625.82,0.68537,0.22995,0.12957,0.685,0.230,0.130,23.39,-7.66,38.75,2.29,-0.75,3.80
24625.83,0.68575,0.22995,0.12957,0.686,0.230,0.130,23.08,-7.34,38.46,2.26,-0.72,3.77
24625.84,0.68614,0.22995,0.12957,0.686,0.230,0.130,23.55,-7.66,38.61,2.31,-0.75,3.79
24625.85,0.68664,0.22868,0.12983,0.687,0.229,0.130,23.08,-7.66,38.46,2.26,-0.75,3.77
24625.86,0.6869,0.22995,0.1297,0.687,0.230,0.130,23.39,-8.13,38.46,2.29,-0.80,3.77
24625.87,0.68715,0.22932,0.12996,0.687,0.229,0.130,23.24,-7.81,38.46,2.28,-0.77,3.77
24625.88,0.68753,0.23058,0.12996,0.688,0.231,0.130,23.08,-8.13,38.61,2.26,-0.80,3.79
24625.89,0.68766,0.23058,0.12983,0.688,0.231,0.130,23.08,-8.13,38.61,2.26,-0.80,3.79
24625.90,0.68867,0.22995,0.12996,0.689,0.230,0.130,23.08,-8.28,38.31,2.26,-0.81,3.76
24625.91,0.6888,0.23058,0.12996,0.689,0.231,0.130,23.24,-7.97,38.46,2.28,-0.78,3.77
24625.92,0.68906,0.23058,0.12983,0.689,0.231,0.130,23.08,-8.28,38.46,2.26,-0.81,3.77
24625.93,0.68944,0.23058,0.13034,0.689,0.231,0.130,23.08,-8.13,38.31,2.26,-0.80,3.76
24625.94,0.68994,0.22995,0.12996,0.690,0.230,0.130,23.24,-8.44,38.31,2.28,-0.83,3.76
24625.95,0.69007,0.23058,0.13008,0.690,0.231,0.130,23.39,-8.44,38.31,2.29,-0.83,3.76
24625.96,0.69058,0.23058,0.13021,0.691,0.231,0.130,23.24,-8.44,38.46,2.28,-0.83,3.77
24625.97,0.69121,0.23058,0.13034,0.691,0.231,0.130,23.55,-8.44,38.31,2.31,-0.83,3.76
24625.98,0.69147,0.23121,0.13047,0.691,0.231,0.130,23.08,-8.28,38.31,2.26,-0.81,3.76
24625.99,0.69185,0.23121,0.1306,0.692,0.231,0.131,23.24,-8.44,38.17,2.28,-0.83,3.74
24626.00,0.69248,0.23121,0.13047,0.692,0.231,0.130,23.39,-8.44,38.17,2.29,-0.83,3.74
24626.01,0.69248,0.23121,0.13047,0.692,0.231,0.130,23.24,-8.75,38.31,2.28,-0.86,3.76
24626.02,0.69312,0.23184,0.13034,0.693,0.232,0.130,23.08,-8.75,38.17,2.26,-0.86,3.74
24626.03,0.69363,0.23184,0.13047,0.694,0.232,0.130,23.08,-8.59,38.02,2.26,-0.84,3.73
24626.04,0.69401,0.23247,0.13034,0.694,0.232,0.130,23.24,-8.59,38.31,2.28,-0.84,3.76
24626.05,0.69439,0.23247,0.13047,0.694,0.232,0.130,23.39,-8.75,38.17,2.29,-0.86,3.74
24626.06,0.6949,0.23184,0.1306,0.695,0.232,0.131,23.39,-9.06,38.02,2.29,-0.89,3.73
24626.07,0.6949,0.23184,0.1306,0.695,0.232,0.131,23.08,-8.91,38.31,2.26,-0.87,3.76
24626.08,0.69566,0.23121,0.13086,0.696,0.231,0.131,23.24,-9.06,37.87,2.28,-0.89,3.71
24626.09,0.69591,0.2331,0.13086,0.696,0.233,0.131,23.24,-8.91,38.02,2.28,-0.87,3.73
24626.10,0.69629,0.23247,0.1306,0.696,0.232,0.131,23.39,-9.22,37.73,2.29,-0.90,3.70
24626.11,0.6968,0.23184,0.13086,0.697,0.232,0.131,23.24,-9.53,37.87,2.28,-0.93,3.71
24626.12,0.69705,0.23247,0.1306,0.697,0.232,0.131,23.70,-9.38,37.58,2.32,-0.92,3.69
24626.13,0.69744,0.2331,0.13098,0.697,0.233,0.131,23.24,-9.38,37.73,2.28,-0.92,3.70
24626.14,0.69794,0.23247,0.1306,0.698,0.232,0.131,22.93,-9.69,37.58,2.25,-0.95,3.69
24626.15,0.6982,0.2331,0.13098,0.698,0.233,0.131,23.24,-9.84,37.58,2.28,-0.97,3.69
24626.16,0.69858,0.23247,0.13086,0.699,0.232,0.131,23.24,-9.84,37.58,2.28,-0.97,3.69
24626.17,0.69896,0.2331,0.13086,0.699,0.233,0.131,23.08,-9.84,37.58,2.26,-0.97,3.69
24626.18,0.69934,0.23373,0.13098,0.699,0.234,0.131,23.39,-10.31,37.29,2.29,-1.01,3.66
24626.19,0.69959,0.23436,0.13098,0.700,0.234,0.131,23.08,-10.63,37.58,2.26,-1.04,3.69
24626.20,0.7001,0.2331,0.13111,0.700,0.233,0.131,23.55,-10.78,37.14,2.31,-1.06,3.64
24626.21,0.70048,0.23436,0.13098,0.700,0.234,0.131,23.39,-10.78,37.00,2.29,-1.06,3.63
24626.22,0.70074,0.235,0.13124,0.701,0.235,0.131,23.08,-10.94,37.29,2.26,-1.07,3.66
24626.23,0.70112,0.23436,0.13124,0.701,0.234,0.131,23.39,-10.94,36.85,2.29,-1.07,3.61
24626.24,0.70163,0.23436,0.13124,0.702,0.234,0.131,23.08,-11.09,37.14,2.26,-1.09,3.64
24626.25,0.70201,0.23436,0.13124,0.702,0.234,0.131,23.24,-11.41,37.00,2.28,-1.12,3.63
24626.26,0.70251,0.235,0.13137,0.703,0.235,0.131,23.55,-11.72,37.00,2.31,-1.15,3.63
24626.27,0.70277,0.23563,0.1315,0.703,0.236,0.132,23.08,-12.03,36.56,2.26,-1.18,3.59
24626.28,0.7029,0.235,0.13137,0.703,0.235,0.131,23.08,-11.88,37.00,2.26,-1.16,3.63
24626.29,0.70353,0.23436,0.13163,0.704,0.234,0.132,22.93,-12.34,36.27,2.25,-1.21,3.56
24626.30,0.70404,0.23626,0.13163,0.704,0.236,0.132,23.24,-12.66,36.56,2.28,-1.24,3.59
24626.31,0.70429,0.235,0.13163,0.704,0.235,0.132,23.08,-12.66,36.41,2.26,-1.24,3.57
24626.32,0.70467,0.23626,0.13176,0.705,0.236,0.132,23.24,-13.28,36.41,2.28,-1.30,3.57
24626.33,0.70518,0.23563,0.13188,0.705,0.236,0.132,23.08,-13.44,36.41,2.26,-1.32,3.57
24626.34,0.70531,0.23563,0.13188,0.705,0.236,0.132,23.55,-13.44,36.41,2.31,-1.32,3.57
24626.35,0.70569,0.23563,0.13201,0.706,0.236,0.132,23.24,-14.06,36.12,2.28,-1.38,3.54
24626.36,0.7062,0.23689,0.13201,0.706,0.237,0.132,22.93,-13.59,36.12,2.25,-1.33,3.54
24626.37,0.70645,0.23689,0.13227,0.706,0.237,0.132,23.08,-14.06,36.12,2.26,-1.38,3.54
24626.38,0.70696,0.23689,0.13201,0.707,0.237,0.132,23.08,-14.06,35.83,2.26,-1.38,3.51
24626.39,0.70721,0.23626,0.1324,0.707,0.236,0.132,23.24,-14.53,35.83,2.28,-1.42,3.51
24626.40,0.70785,0.23626,0.13253,0.708,0.236,0.133,23.55,-15.00,35.83,2.31,-1.47,3.51
24626.41,0.70823,0.23626,0.13253,0.708,0.236,0.133,23.39,-15.16,35.39,2.29,-1.49,3.47
24626.42,0.70861,0.23878,0.13253,0.709,0.239,0.133,23.24,-15.16,35.83,2.28,-1.49,3.51
24626.43,0.70912,0.23689,0.13278,0.709,0.237,0.133,23.08,-15.31,35.54,2.26,-1.50,3.48
24626.44,0.70975,0.23878,0.13278,0.710,0.239,0.133,23.08,-15.63,35.54,2.26,-1.53,3.48
24626.45,0.71001,0.23752,0.13304,0.710,0.238,0.133,23.39,-15.78,35.39,2.29,-1.55,3.47
24626.46,0.71039,0.23815,0.13291,0.710,0.238,0.133,23.24,-15.78,35.10,2.28,-1.55,3.44
24626.47,0.71089,0.23815,0.1333,0.711,0.238,0.133,22.93,-16.09,35.10,2.25,-1.58,3.44
24626.48,0.71153,0.24004,0.13317,0.712,0.240,0.133,23.08,-16.25,35.25,2.26,-1.59,3.46
24626.49,0.71229,0.23941,0.1333,0.712,0.239,0.133,23.24,-16.41,34.81,2.28,-1.61,3.41
24626.50,0.71242,0.23941,0.1333,0.712,0.239,0.133,23.39,-16.88,34.51,2.29,-1.65,3.38
24626.51,0.71318,0.24004,0.13343,0.713,0.240,0.133,23.39,-17.03,34.51,2.29,-1.67,3.38
24626.52,0.71369,0.23941,0.13368,0.714,0.239,0.134,23.24,-17.19,34.51,2.28,-1.69,3.38
24626.53,0.7142,0.23941,0.13368,0.714,0.239,0.134,23.24,-17.19,34.51,2.28,-1.69,3.38
24626.54,0.7147,0.24004,0.13381,0.715,0.240,0.134,23.08,-17.66,34.51,2.26,-1.73,3.38
24626.55,0.71521,0.24067,0.13368,0.715,0.241,0.134,23.08,-17.66,34.37,2.26,-1.73,3.37
24626.56,0.71597,0.24067,0.13368,0.716,0.241,0.134,23.24,-17.97,34.22,2.28,-1.76,3.36
24626.57,0.71661,0.24131,0.13407,0.717,0.241,0.134,23.08,-17.81,34.08,2.26,-1.75,3.34
24626.58,0.71724,0.24067,0.13394,0.717,0.241,0.134,23.24,-18.13,33.93,2.28,-1.78,3.33
24626.59,0.71775,0.24067,0.13445,0.718,0.241,0.134,23.39,-18.59,33.64,2.29,-1.82,3.30
24626.60,0.71813,0.24131,0.13433,0.718,0.241,0.134,23.24,-18.75,33.78,2.28,-1.84,3.31
24626.61,0.71877,0.24067,0.13433,0.719,0.241,0.134,23.08,-19.06,33.78,2.26,-1.87,3.31
24626.62,0.7194,0.24131,0.13458,0.719,0.241,0.135,23.24,-19.06,33.20,2.28,-1.87,3.26
24626.63,0.71978,0.24257,0.13445,0.720,0.243,0.134,23.39,-19.38,33.35,2.29,-1.90,3.27
24626.64,0.72029,0.24257,0.13458,0.720,0.243,0.135,23.08,-19.38,32.91,2.26,-1.90,3.23
24626.65,0.7208,0.24194,0.13471,0.721,0.242,0.135,23.08,-19.69,33.20,2.26,-1.93,3.26
24626.66,0.72156,0.24383,0.1351,0.722,0.244,0.135,23.24,-20.16,33.05,2.28,-1.98,3.24
24626.67,0.72194,0.2432,0.13497,0.722,0.243,0.135,23.39,-20.16,32.76,2.29,-1.98,3.21
24626.68,0.7227,0.2432,0.1351,0.723,0.243,0.135,23.08,-20.47,32.62,2.26,-2.01,3.20
24626.69,0.72334,0.24446,0.1351,0.723,0.244,0.135,22.93,-20.78,32.62,2.25,-2.04,3.20
24626.70,0.72423,0.24383,0.1351,0.724,0.244,0.135,23.24,-21.25,32.32,2.28,-2.08,3.17
24626.71,0.72486,0.24509,0.13535,0.725,0.245,0.135,23.08,-21.25,31.89,2.26,-2.08,3.13
24626.72,0.72524,0.24509,0.1351,0.725,0.245,0.135,23.24,-21.41,31.74,2.28,-2.10,3.11
24626.73,0.72588,0.24509,0.13548,0.726,0.245,0.135,23.24,-21.88,32.03,2.28,-2.15,3.14
24626.74,0.72651,0.24572,0.13561,0.727,0.246,0.136,23.24,-22.03,31.74,2.28,-2.16,3.11
24626.75,0.7274,0.24635,0.13574,0.727,0.246,0.136,22.77,-22.50,31.59,2.23,-2.21,3.10
24626.76,0.72803,0.24572,0.13587,0.728,0.246,0.136,23.24,-22.81,31.30,2.28,-2.24,3.07
24626.77,0.72867,0.24635,0.13574,0.729,0.246,0.136,23.08,-22.66,30.86,2.26,-2.22,3.03
24626.78,0.72956,0.24635,0.13612,0.730,0.246,0.136,23.08,-22.97,31.01,2.26,-2.25,3.04
