"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",100-Hz data,Rapid failure period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original distance data; corr = corrected data to reflect slope-parallel distance m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
24631.50,1.64208,1.05732,-0.01113,1.642,1.057,0.011,47.11,-29.69,108.73,4.62,-3.43,10.93
24631.51,1.64195,0.95193,-0.01087,1.642,0.952,0.011,44.32,-25.47,105.37,4.35,-2.91,10.66
24631.52,1.64208,0.856,-0.01075,1.642,0.856,0.011,41.22,-22.97,101.86,4.04,-2.50,10.33
24631.53,1.64208,0.76891,-0.011,1.642,0.769,0.011,37.65,-21.72,98.21,3.69,-2.25,9.99
24631.54,1.64195,0.69128,-0.01113,1.642,0.691,0.011,35.33,-20.16,94.70,3.46,-2.13,9.63
24631.55,1.64182,0.6206,-0.011,1.642,0.621,0.011,33.31,-19.06,90.47,3.27,-1.98,9.29
24631.56,1.64208,0.5556,-0.01139,1.642,0.556,0.011,32.38,-17.19,86.08,3.18,-1.87,8.87
24631.57,1.64182,0.4988,-0.01113,1.642,0.499,0.011,32.54,-15.00,81.99,3.19,-1.69,8.44
24631.58,1.64208,0.44578,-0.01113,1.642,0.446,0.011,33.31,-12.34,77.03,3.27,-1.47,8.04
24631.59,1.64208,0.39845,-0.01087,1.642,0.398,0.011,33.78,-9.38,72.94,3.31,-1.21,7.55
24631.60,1.64208,0.35743,-0.01113,1.642,0.357,0.011,33.31,-7.19,68.55,3.27,-0.92,7.15
24631.61,1.64182,0.32019,-0.01075,1.642,0.320,0.011,32.38,-6.72,64.17,3.18,-0.70,6.72
24631.62,1.64195,0.28611,-0.011,1.642,0.286,0.011,30.99,-6.72,60.66,3.04,-0.66,6.29
24631.63,1.64182,0.25519,-0.01075,1.642,0.255,0.011,30.83,-7.66,56.72,3.02,-0.66,5.95
24631.64,1.64195,0.22805,-0.01113,1.642,0.228,0.011,30.68,-8.75,53.07,3.01,-0.75,5.56
24631.65,1.64195,0.20407,-0.01113,1.642,0.204,0.011,30.21,-9.22,49.85,2.96,-0.86,5.20
24631.66,1.64157,0.18261,-0.011,1.642,0.183,0.011,28.82,-10.00,46.64,2.83,-0.90,4.89
24631.67,1.64182,0.16242,-0.011,1.642,0.162,0.011,26.65,-11.41,43.43,2.61,-0.98,4.57
24631.68,1.64195,0.14412,-0.01087,1.642,0.144,0.011,24.17,-13.75,40.36,2.37,-1.12,4.26
24631.69,1.64195,0.1296,-0.01087,1.642,0.130,0.011,21.38,-17.19,37.73,2.10,-1.35,3.96
24631.70,1.6422,0.11509,-0.011,1.642,0.115,0.011,17.66,-21.56,34.95,1.73,-1.69,3.70
24631.71,1.64182,0.10057,-0.01087,1.642,0.101,0.011,14.40,-26.88,32.62,1.41,-2.11,3.43
24631.72,1.64195,0.08984,-0.011,1.642,0.090,0.011,11.46,-32.81,30.57,1.12,-2.64,3.20
24631.73,1.64195,0.08037,-0.011,1.642,0.080,0.011,9.75,-39.38,28.09,0.96,-3.22,3.00
24631.74,1.64182,0.07091,-0.01075,1.642,0.071,0.011,8.98,-46.72,26.33,0.88,-3.86,2.75
24631.75,1.64195,0.06144,-0.011,1.642,0.061,0.011,7.27,-54.69,24.58,0.71,-4.58,2.58
24631.76,1.64195,0.0545,-0.01075,1.642,0.055,0.011,5.41,-63.44,23.41,0.53,-5.36,2.41
24631.77,1.6422,0.04945,-0.01113,1.642,0.049,0.011,2.47,-72.97,22.54,0.24,-6.22,2.30
24631.78,1.64182,0.04314,-0.01087,1.642,0.043,0.011,-0.01,-82.50,21.95,0.00,-7.16,2.21
24631.79,1.64195,0.03746,-0.011,1.642,0.037,0.011,-2.18,-92.34,22.10,-0.21,-8.09,2.15
24631.80,1.64208,0.03241,-0.01075,1.642,0.032,0.011,-3.11,-101.72,22.54,-0.31,-9.06,2.17
24631.81,1.64195,0.02862,-0.011,1.642,0.029,0.011,-4.04,-111.09,23.27,-0.40,-9.98,2.21
24631.82,1.64182,0.02358,-0.01087,1.642,0.024,0.011,-4.97,-119.22,23.70,-0.49,-10.89,2.28
24631.83,1.64208,0.02168,-0.01075,1.642,0.022,0.011,-6.99,-126.25,24.43,-0.69,-11.69,2.32
24631.84,1.64195,0.0179,-0.01113,1.642,0.018,0.011,-9.31,-132.19,25.16,-0.91,-12.38,2.40
24631.85,1.64182,0.01537,-0.01113,1.642,0.015,0.011,-12.26,-137.81,26.33,-1.20,-12.96,2.47
24631.86,1.64182,0.01222,-0.01087,1.642,0.012,0.011,-14.89,-142.50,27.36,-1.46,-13.51,2.58
24631.87,1.64182,0.00969,-0.01113,1.642,0.010,0.011,-17.06,-146.72,28.53,-1.67,-13.97,2.68
24631.88,1.64195,0.00717,-0.01113,1.642,0.007,0.011,-19.70,-149.84,29.69,-1.93,-14.39,2.80
24631.89,1.64208,0.00527,-0.011,1.642,0.005,0.011,-21.87,-152.81,30.13,-2.14,-14.69,2.91
24631.90,1.64195,0.0059,-0.01126,1.642,0.006,0.011,-23.11,-154.84,31.45,-2.27,-14.99,2.95
24631.91,1.64195,0.00338,-0.01087,1.642,0.003,0.011,-24.04,-156.09,32.32,-2.36,-15.18,3.08
24631.92,1.64182,0.00338,-0.011,1.642,0.003,0.011,-25.43,-157.03,33.93,-2.49,-15.31,3.17
24631.93,1.64182,0.00149,-0.01087,1.642,0.001,0.011,-26.83,-157.34,36.27,-2.63,-15.40,3.33
24631.94,1.64208,2.24E-04,-0.011,1.642,0.000,0.011,-29.62,-157.34,38.75,-2.90,-15.43,3.56
24631.95,1.64195,-4.07E-04,-0.01113,1.642,0.000,0.011,-33.49,-157.34,42.11,-3.28,-15.43,3.80
24631.96,1.64195,-0.00167,-0.011,1.642,0.002,0.011,-37.83,-156.88,45.18,-3.71,-15.43,4.13
24631.97,1.64195,-0.00293,-0.011,1.642,0.003,0.011,-42.79,-155.47,48.98,-4.20,-15.38,4.43
24631.98,1.6417,-0.00356,-0.01113,1.642,0.004,0.011,-47.29,-153.13,52.19,-4.64,-15.25,4.80
24631.99,1.64208,-0.00546,-0.01087,1.642,0.005,0.011,-51.16,-149.22,55.99,-5.02,-15.02,5.12
24632.00,1.64195,-0.00419,-0.01087,1.642,0.004,0.011,-55.04,-144.84,59.64,-5.40,-14.63,5.49
24632.01,1.64195,-0.00546,-0.011,1.642,0.005,0.011,-58.14,-140.78,63.15,-5.70,-14.20,5.85
24632.02,1.64195,-0.00609,-0.01087,1.642,0.006,0.011,-60.00,-137.50,67.09,-5.88,-13.81,6.19
24632.03,1.64182,-0.00735,-0.01075,1.642,0.007,0.011,-60.93,-135.63,70.16,-5.97,-13.48,6.58
24632.04,1.64195,-0.00609,-0.011,1.642,0.006,0.011,-59.53,-134.84,72.79,-5.84,-13.30,6.88
24632.05,1.64195,-0.00672,-0.01075,1.642,0.007,0.011,-56.59,-135.47,74.69,-5.55,-13.22,7.14
24632.06,1.64195,-0.00924,-0.01113,1.642,0.009,0.011,-52.71,-136.41,76.00,-5.17,-13.28,7.32
24632.07,1.64208,-0.00735,-0.011,1.642,0.007,0.011,-48.68,-137.19,76.15,-4.77,-13.38,7.45
24632.08,1.64182,-0.00987,-0.01113,1.642,0.010,0.011,-45.43,-136.72,75.42,-4.45,-13.45,7.47
24632.09,1.64195,-0.00987,-0.011,1.642,0.010,0.011,-43.41,-134.53,74.54,-4.26,-13.41,7.40
24632.10,1.64208,-0.00987,-0.01113,1.642,0.010,0.011,-42.48,-130.31,72.64,-4.17,-13.19,7.31
24632.11,1.64182,-0.00987,-0.01113,1.642,0.010,0.011,-42.17,-124.06,70.31,-4.14,-12.78,7.12
24632.12,1.64195,-0.0105,-0.011,1.642,0.011,0.011,-43.57,-116.25,67.82,-4.27,-12.17,6.89
24632.13,1.64195,-0.0105,-0.011,1.642,0.011,0.011,-46.67,-106.56,64.46,-4.58,-11.40,6.65
24632.14,1.64195,-0.0105,-0.01087,1.642,0.011,0.011,-50.54,-95.00,60.66,-4.96,-10.45,6.32
24632.15,1.64182,-0.0105,-0.011,1.642,0.011,0.011,-54.57,-82.03,57.16,-5.35,-9.32,5.95
24632.16,1.64208,-0.01114,-0.011,1.642,0.011,0.011,-58.76,-67.97,53.80,-5.76,-8.04,5.61
24632.17,1.64182,-0.0105,-0.011,1.642,0.011,0.011,-61.55,-52.66,51.02,-6.04,-6.67,5.28
24632.18,1.64195,-0.01114,-0.011,1.642,0.011,0.011,-62.17,-36.88,48.54,-6.10,-5.16,5.00
24632.19,1.64208,-0.01177,-0.01087,1.642,0.012,0.011,-61.39,-20.78,47.52,-6.02,-3.62,4.76
24632.20,1.64208,-0.0124,-0.011,1.642,0.012,0.011,-59.69,-4.69,46.93,-5.85,-2.04,4.66
24632.21,1.6422,-0.0124,-0.01087,1.642,0.012,0.011,-57.83,10.63,47.08,-5.67,-0.46,4.60
24632.22,1.64182,-0.0124,-0.01087,1.642,0.012,0.011,-56.12,24.69,47.52,-5.50,1.04,4.62
24632.23,1.64182,-0.0124,-0.011,1.642,0.012,0.011,-55.04,37.03,48.69,-5.40,2.42,4.66
24632.24,1.64208,-0.01114,-0.011,1.642,0.011,0.011,-54.26,47.19,49.85,-5.32,3.63,4.77
24632.25,1.64208,-0.0124,-0.01087,1.642,0.012,0.011,-53.95,55.00,51.46,-5.29,4.63,4.89
24632.26,1.64195,-0.0124,-0.011,1.642,0.012,0.011,-53.02,61.09,53.21,-5.20,5.39,5.05
24632.27,1.64195,-0.01303,-0.011,1.642,0.013,0.011,-52.40,64.84,54.24,-5.14,5.99,5.22
24632.28,1.64208,-0.0124,-0.01087,1.642,0.012,0.011,-51.47,66.88,55.11,-5.05,6.36,5.32
24632.29,1.64182,-0.01303,-0.011,1.642,0.013,0.011,-51.01,67.66,56.14,-5.00,6.56,5.40
24632.30,1.6417,-0.01303,-0.01126,1.642,0.013,0.011,-50.23,67.66,56.14,-4.93,6.63,5.51
24632.31,1.64208,-0.01366,-0.011,1.642,0.014,0.011,-49.30,66.25,56.43,-4.83,6.63,5.51
24632.32,1.6422,-0.01303,-0.011,1.642,0.013,0.011,-48.84,64.22,56.14,-4.79,6.50,5.53
24632.33,1.64208,-0.01303,-0.01113,1.642,0.013,0.011,-48.37,62.19,55.84,-4.74,6.30,5.51
24632.34,1.64208,-0.01114,-0.011,1.642,0.011,0.011,-47.75,59.38,55.70,-4.68,6.10,5.48
24632.35,1.64195,-0.0124,-0.011,1.642,0.012,0.011,-47.29,56.56,55.11,-4.64,5.82,5.46
24632.36,1.64182,-0.0124,-0.011,1.642,0.012,0.011,-46.98,52.97,54.09,-4.61,5.55,5.40
24632.37,1.6422,-0.01303,-0.01087,1.642,0.013,0.011,-46.98,49.06,53.36,-4.61,5.19,5.30
24632.38,1.64208,-0.01303,-0.01087,1.642,0.013,0.011,-46.51,44.53,52.19,-4.56,4.81,5.23
24632.39,1.64182,-0.01429,-0.01087,1.642,0.014,0.011,-46.20,39.22,51.46,-4.53,4.37,5.12
24632.40,1.64195,-0.01303,-0.01113,1.642,0.013,0.011,-44.96,33.44,50.44,-4.41,3.85,5.05
24632.41,1.64208,-0.01303,-0.01126,1.642,0.013,0.011,-43.88,27.03,49.56,-4.30,3.28,4.95
24632.42,1.6422,-0.01492,-0.011,1.642,0.015,0.011,-42.33,20.31,48.83,-4.15,2.65,4.86
24632.43,1.64208,-0.01429,-0.011,1.642,0.014,0.011,-40.93,12.97,48.83,-4.01,1.99,4.79
24632.44,1.64208,-0.01366,-0.01087,1.642,0.014,0.011,-40.31,5.63,49.71,-3.95,1.27,4.79
24632.45,1.64195,-0.01366,-0.01087,1.642,0.014,0.011,-39.69,-2.34,51.17,-3.89,0.55,4.87
24632.46,1.64195,-0.01366,-0.01113,1.642,0.014,0.011,-39.23,-9.69,52.63,-3.85,-0.23,5.02
24632.47,1.6422,-0.01429,-0.01126,1.642,0.014,0.011,-38.92,-17.81,54.24,-3.82,-0.95,5.16
24632.48,1.64195,-0.01303,-0.011,1.642,0.013,0.011,-37.83,-25.94,55.70,-3.71,-1.75,5.32
24632.49,1.64208,-0.01366,-0.011,1.642,0.014,0.011,-36.44,-34.06,56.28,-3.57,-2.54,5.46
24632.50,1.64208,-0.0124,-0.011,1.642,0.012,0.011,-33.80,-41.72,55.84,-3.31,-3.34,5.52
24632.51,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-30.70,-49.84,54.53,-3.01,-4.09,5.48
24632.52,1.64195,-0.01429,-0.011,1.642,0.014,0.011,-27.14,-58.13,52.19,-2.66,-4.89,5.35
24632.53,1.64195,-0.01303,-0.011,1.642,0.013,0.011,-23.73,-66.25,48.54,-2.33,-5.70,5.12
24632.54,1.64233,-0.01366,-0.01113,1.642,0.014,0.011,-20.78,-74.22,45.33,-2.04,-6.50,4.76
24632.55,1.64208,-0.01429,-0.01113,1.642,0.014,0.011,-18.30,-81.41,40.80,-1.79,-7.28,4.44
24632.56,1.64195,-0.0124,-0.011,1.642,0.012,0.011,-15.67,-88.59,36.41,-1.54,-7.98,4.00
24632.57,1.64195,-0.01492,-0.01075,1.642,0.015,0.011,-13.03,-95.31,32.76,-1.28,-8.69,3.57
24632.58,1.64233,-0.01366,-0.011,1.642,0.014,0.011,-9.78,-102.19,28.38,-0.96,-9.35,3.21
24632.59,1.6422,-0.01366,-0.011,1.642,0.014,0.011,-5.90,-108.13,24.43,-0.58,-10.02,2.78
24632.60,1.64182,-0.01366,-0.01113,1.642,0.014,0.011,-2.18,-113.44,20.64,-0.21,-10.60,2.40
24632.61,1.64195,-0.01366,-0.01113,1.642,0.014,0.011,1.38,-118.28,17.13,0.14,-11.12,2.02
24632.62,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,5.26,-122.34,14.06,0.52,-11.60,1.68
24632.63,1.64208,-0.01366,-0.01113,1.642,0.014,0.011,9.13,-126.09,12.31,0.90,-12.00,1.38
24632.64,1.64208,-0.01429,-0.011,1.642,0.014,0.011,13.32,-129.22,10.85,1.31,-12.37,1.21
24632.65,1.6417,-0.01366,-0.011,1.642,0.014,0.011,16.88,-131.41,11.29,1.66,-12.67,1.06
24632.66,1.6422,-0.01492,-0.01087,1.642,0.015,0.011,19.83,-133.28,11.87,1.94,-12.89,1.11
24632.67,1.64195,-0.01429,-0.01087,1.642,0.014,0.011,21.69,-134.38,12.89,2.13,-13.07,1.16
24632.68,1.64208,-0.01366,-0.011,1.642,0.014,0.011,22.31,-135.31,15.38,2.19,-13.18,1.26
24632.69,1.64208,-0.01429,-0.011,1.642,0.014,0.011,22.31,-135.31,18.15,2.19,-13.27,1.51
24632.70,1.64208,-0.01366,-0.011,1.642,0.014,0.011,21.07,-134.69,20.64,2.07,-13.27,1.78
24632.71,1.64195,-0.01366,-0.011,1.642,0.014,0.011,20.14,-134.06,24.00,1.97,-13.21,2.02
24632.72,1.64208,-0.01555,-0.011,1.642,0.016,0.011,17.97,-132.97,26.48,1.76,-13.15,2.35
24632.73,1.64195,-0.01366,-0.011,1.642,0.014,0.011,15.80,-131.41,29.26,1.55,-13.04,2.60
24632.74,1.64195,-0.01366,-0.01113,1.642,0.014,0.011,12.08,-129.22,31.45,1.18,-12.89,2.87
24632.75,1.64195,-0.01492,-0.01126,1.642,0.015,0.011,7.58,-127.97,32.91,0.74,-12.67,3.08
24632.76,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,1.85,-125.31,34.37,0.18,-12.55,3.23
24632.77,1.64195,-0.01555,-0.01087,1.642,0.016,0.011,-4.20,-123.28,35.39,-0.41,-12.29,3.37
24632.78,1.64195,-0.01366,-0.01113,1.642,0.014,0.011,-9.31,-121.09,35.54,-0.91,-12.09,3.47
24632.79,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-14.58,-118.75,35.98,-1.43,-11.88,3.49
24632.80,1.64208,-0.01492,-0.01087,1.642,0.015,0.011,-19.39,-116.41,35.68,-1.90,-11.65,3.53
24632.81,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-22.95,-113.91,35.39,-2.25,-11.42,3.50
24632.82,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-26.52,-110.94,34.66,-2.60,-11.17,3.47
24632.83,1.64208,-0.01429,-0.01087,1.642,0.014,0.011,-29.77,-108.28,33.93,-2.92,-10.88,3.40
24632.84,1.64208,-0.01429,-0.011,1.642,0.014,0.011,-33.03,-105.63,33.35,-3.24,-10.62,3.33
24632.85,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-36.59,-102.81,32.47,-3.59,-10.36,3.27
24632.86,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-39.85,-100.00,32.18,-3.91,-10.08,3.18
24632.87,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-42.33,-97.19,31.74,-4.15,-9.81,3.16
24632.88,1.64195,-0.01492,-0.011,1.642,0.015,0.011,-44.65,-94.53,31.45,-4.38,-9.53,3.11
24632.89,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-46.51,-91.41,32.03,-4.56,-9.27,3.08
24632.90,1.6422,-0.01492,-0.011,1.642,0.015,0.011,-47.60,-88.59,32.62,-4.67,-8.96,3.14
24632.91,1.6422,-0.01682,-0.011,1.642,0.017,0.011,-48.84,-86.09,33.20,-4.79,-8.69,3.20
24632.92,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-50.08,-83.13,34.37,-4.91,-8.44,3.26
24632.93,1.64195,-0.01366,-0.01113,1.642,0.014,0.011,-50.39,-80.47,35.39,-4.94,-8.15,3.37
24632.94,1.64208,-0.01429,-0.01126,1.642,0.014,0.011,-51.16,-78.28,36.56,-5.02,-7.89,3.47
24632.95,1.6422,-0.01429,-0.011,1.642,0.014,0.011,-51.78,-76.09,37.73,-5.08,-7.68,3.59
24632.96,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-52.56,-74.22,38.75,-5.15,-7.46,3.70
24632.97,1.64195,-0.01492,-0.011,1.642,0.015,0.011,-53.18,-72.19,39.77,-5.21,-7.28,3.80
24632.98,1.6422,-0.01492,-0.011,1.642,0.015,0.011,-53.80,-70.78,40.36,-5.28,-7.08,3.90
24632.99,1.64182,-0.01429,-0.011,1.642,0.014,0.011,-54.42,-69.53,40.65,-5.34,-6.94,3.96
24633.00,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-54.88,-68.59,40.36,-5.38,-6.82,3.99
24633.01,1.64195,-0.01366,-0.01087,1.642,0.014,0.011,-54.73,-68.59,40.21,-5.37,-6.73,3.96
24633.02,1.64182,-0.01429,-0.011,1.642,0.014,0.011,-54.26,-68.59,39.19,-5.32,-6.73,3.94
24633.03,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-54.73,-69.38,37.87,-5.37,-6.73,3.84
24633.04,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-54.42,-70.16,36.27,-5.34,-6.80,3.71
24633.05,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-54.57,-71.25,34.51,-5.35,-6.88,3.56
24633.06,1.64195,-0.01492,-0.01087,1.642,0.015,0.011,-54.57,-73.28,32.91,-5.35,-6.99,3.38
24633.07,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-54.57,-75.00,31.59,-5.35,-7.19,3.23
24633.08,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-54.42,-77.50,30.28,-5.34,-7.35,3.10
24633.09,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-53.95,-79.84,29.11,-5.29,-7.60,2.97
24633.10,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-53.95,-82.50,28.67,-5.29,-7.83,2.85
24633.11,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-54.11,-85.16,28.09,-5.31,-8.09,2.81
24633.12,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-53.49,-87.97,28.38,-5.25,-8.35,2.75
24633.13,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-53.18,-90.94,28.38,-5.21,-8.63,2.78
24633.14,1.64195,-0.01429,-0.01087,1.642,0.014,0.011,-52.71,-93.75,28.67,-5.17,-8.92,2.78
24633.15,1.64182,-0.01555,-0.011,1.642,0.016,0.011,-52.40,-96.56,29.69,-5.14,-9.19,2.81
24633.16,1.64195,-0.01555,-0.01087,1.642,0.016,0.011,-52.09,-99.53,30.72,-5.11,-9.47,2.91
24633.17,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-51.63,-101.72,31.89,-5.06,-9.76,3.01
24633.18,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-51.47,-104.06,33.64,-5.05,-9.98,3.13
24633.19,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-50.85,-105.94,35.25,-4.99,-10.21,3.30
24633.20,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-50.54,-108.13,37.00,-4.96,-10.39,3.46
24633.21,1.64208,-0.01492,-0.01087,1.642,0.015,0.011,-50.23,-109.69,38.61,-4.93,-10.60,3.63
24633.22,1.6422,-0.01492,-0.011,1.642,0.015,0.011,-49.61,-111.25,39.77,-4.87,-10.76,3.79
24633.23,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-48.53,-112.19,41.53,-4.76,-10.91,3.90
24633.24,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-47.29,-112.66,42.70,-4.64,-11.00,4.07
24633.25,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-45.89,-113.13,43.43,-4.50,-11.05,4.19
24633.26,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-44.81,-113.44,43.43,-4.39,-11.09,4.26
24633.27,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-44.34,-113.44,44.01,-4.35,-11.12,4.26
24633.28,1.64208,-0.01429,-0.01126,1.642,0.014,0.011,-43.57,-112.66,44.16,-4.27,-11.12,4.32
24633.29,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-42.79,-112.03,43.86,-4.20,-11.05,4.33
24633.30,1.64195,-0.01555,-0.01087,1.642,0.016,0.011,-41.71,-111.25,44.16,-4.09,-10.99,4.30
24633.31,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-40.31,-110.00,43.72,-3.95,-10.91,4.33
24633.32,1.64208,-0.01429,-0.011,1.642,0.014,0.011,-39.23,-109.06,43.86,-3.85,-10.79,4.29
24633.33,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-38.14,-107.34,43.72,-3.74,-10.70,4.30
24633.34,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-37.21,-106.09,43.57,-3.65,-10.53,4.29
24633.35,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-36.90,-104.06,43.43,-3.62,-10.40,4.27
24633.36,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-36.59,-101.88,43.13,-3.59,-10.21,4.26
24633.37,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-36.28,-99.84,42.84,-3.56,-9.99,4.23
24633.38,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-35.51,-98.28,42.55,-3.48,-9.79,4.20
24633.39,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-34.58,-95.94,41.97,-3.39,-9.64,4.17
24633.40,1.64233,-0.01555,-0.01113,1.642,0.016,0.011,-33.49,-94.22,40.94,-3.28,-9.41,4.12
24633.41,1.64208,-0.01429,-0.01126,1.642,0.014,0.011,-32.41,-92.50,40.21,-3.18,-9.24,4.02
24633.42,1.64208,-0.01555,-0.01075,1.642,0.016,0.011,-32.10,-90.94,39.19,-3.15,-9.07,3.94
24633.43,1.64208,-0.01429,-0.01113,1.642,0.014,0.011,-31.48,-88.75,38.17,-3.09,-8.92,3.84
24633.44,1.64182,-0.01492,-0.011,1.642,0.015,0.011,-30.39,-87.34,36.71,-2.98,-8.70,3.74
24633.45,1.64195,-0.01555,-0.01087,1.642,0.016,0.011,-29.31,-86.09,35.83,-2.87,-8.57,3.60
24633.46,1.6422,-0.01366,-0.01113,1.642,0.014,0.011,-28.69,-85.00,34.66,-2.81,-8.44,3.51
24633.47,1.64208,-0.01429,-0.011,1.642,0.014,0.011,-28.84,-83.75,33.49,-2.83,-8.34,3.40
24633.48,1.64208,-0.01492,-0.01087,1.642,0.015,0.011,-29.46,-83.13,32.47,-2.89,-8.21,3.28
24633.49,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-30.39,-82.03,31.89,-2.98,-8.15,3.18
24633.50,1.6422,-0.01492,-0.01087,1.642,0.015,0.011,-31.32,-81.09,31.45,-3.07,-8.04,3.13
24633.51,1.64182,-0.01492,-0.011,1.642,0.015,0.011,-31.48,-80.63,30.72,-3.09,-7.95,3.08
24633.52,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-31.01,-80.16,30.86,-3.04,-7.91,3.01
24633.53,1.64182,-0.01555,-0.01087,1.642,0.016,0.011,-29.93,-79.22,30.57,-2.93,-7.86,3.03
24633.54,1.64195,-0.01492,-0.01087,1.642,0.015,0.011,-29.00,-78.44,30.57,-2.84,-7.77,3.00
24633.55,1.6422,-0.01492,-0.01126,1.642,0.015,0.011,-27.76,-77.66,31.15,-2.72,-7.69,3.00
24633.56,1.64195,-0.01429,-0.01126,1.642,0.014,0.011,-27.14,-76.88,31.74,-2.66,-7.62,3.06
24633.57,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-26.83,-76.09,32.03,-2.63,-7.54,3.11
24633.58,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-26.05,-75.00,32.32,-2.55,-7.46,3.14
24633.59,1.6422,-0.01555,-0.01087,1.642,0.016,0.011,-25.74,-74.06,32.91,-2.52,-7.35,3.17
24633.60,1.6422,-0.01492,-0.01126,1.642,0.015,0.011,-25.59,-72.97,33.20,-2.51,-7.26,3.23
24633.61,1.64182,-0.01492,-0.011,1.642,0.015,0.011,-25.59,-72.19,33.49,-2.51,-7.16,3.26
24633.62,1.64195,-0.01429,-0.011,1.642,0.014,0.011,-25.59,-71.09,33.49,-2.51,-7.08,3.28
24633.63,1.64208,-0.01429,-0.011,1.642,0.014,0.011,-24.81,-70.63,33.93,-2.43,-6.97,3.28
24633.64,1.64195,-0.01492,-0.011,1.642,0.015,0.011,-24.81,-69.84,33.49,-2.43,-6.93,3.33
24633.65,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-23.88,-69.38,33.49,-2.34,-6.85,3.28
24633.66,1.64195,-0.01555,-0.01126,1.642,0.016,0.011,-23.11,-68.75,33.49,-2.27,-6.80,3.28
24633.67,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-22.49,-68.28,33.05,-2.21,-6.74,3.28
24633.68,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-22.02,-68.13,32.76,-2.16,-6.70,3.24
24633.69,1.64195,-0.01555,-0.01126,1.642,0.016,0.011,-21.56,-67.66,32.62,-2.11,-6.68,3.21
24633.70,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-21.56,-67.34,31.59,-2.11,-6.63,3.20
24633.71,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-21.56,-66.88,31.45,-2.11,-6.60,3.10
24633.72,1.64233,-0.01555,-0.01113,1.642,0.016,0.011,-21.09,-67.03,31.15,-2.07,-6.56,3.08
