"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",1-Hz downsampled data,Complete period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original extensometer wire oblique distance; corr = corrected distance to reflect slope-parallel displacement; m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
9479.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,15.49,3.59,-26.40,1.52,0.35,-2.59
9480.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,15.49,3.59,-26.26,1.52,0.35,-2.57
9481.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,15.80,3.44,-25.82,1.55,0.34,-2.53
9482.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,15.95,3.59,-26.11,1.56,0.35,-2.56
9483.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,15.95,3.44,-25.67,1.56,0.34,-2.52
9484.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,15.95,3.44,-25.53,1.56,0.34,-2.50
9485.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,15.95,3.59,-25.67,1.56,0.35,-2.52
9486.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,16.11,3.44,-25.53,1.58,0.34,-2.50
9487.00 ,0.0598,0.04819,0.06622,0.002,0.005,0.001,16.11,3.28,-25.38,1.58,0.32,-2.49
9488.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,16.42,3.44,-25.53,1.61,0.34,-2.50
9489.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,16.26,3.13,-25.53,1.59,0.31,-2.50
9490.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,16.57,3.28,-25.38,1.62,0.32,-2.49
9491.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,16.42,3.28,-25.38,1.61,0.32,-2.49
9492.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,16.42,3.44,-25.53,1.61,0.34,-2.50
9493.00 ,0.05993,0.04882,0.06661,0.002,0.006,0.001,16.26,3.59,-25.38,1.59,0.35,-2.49
9494.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,16.57,3.44,-25.38,1.62,0.34,-2.49
9495.00 ,0.0598,0.04819,0.06622,0.002,0.005,0.001,16.73,3.28,-25.53,1.64,0.32,-2.50
9496.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,16.57,3.13,-25.53,1.62,0.31,-2.50
9497.00 ,0.06018,0.04882,0.06661,0.002,0.006,0.001,16.88,3.44,-25.24,1.66,0.34,-2.47
9498.00 ,0.05942,0.04945,0.06622,0.002,0.006,0.001,16.57,3.59,-24.94,1.62,0.35,-2.45
9499.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,16.88,3.44,-25.09,1.66,0.34,-2.46
9500.00 ,0.06006,0.04882,0.06635,0.002,0.006,0.001,16.88,3.28,-25.38,1.66,0.32,-2.49
9501.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,16.88,3.44,-24.80,1.66,0.34,-2.43
9502.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,16.88,3.59,-24.65,1.66,0.35,-2.42
9503.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,17.04,3.28,-24.94,1.67,0.32,-2.45
9504.00 ,0.0598,0.05008,0.06635,0.002,0.007,0.001,17.50,3.59,-24.80,1.72,0.35,-2.43
9505.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,17.19,3.28,-24.65,1.69,0.32,-2.42
9506.00 ,0.0598,0.04882,0.06609,0.002,0.006,0.000,17.19,3.28,-24.80,1.69,0.32,-2.43
9507.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,17.19,3.59,-24.80,1.69,0.35,-2.43
9508.00 ,0.0598,0.04945,0.06661,0.002,0.006,0.001,17.19,3.59,-24.65,1.69,0.35,-2.42
9509.00 ,0.0598,0.04945,0.06609,0.002,0.006,0.000,17.19,3.44,-24.21,1.69,0.34,-2.37
9510.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,17.66,3.28,-24.21,1.73,0.32,-2.37
9511.00 ,0.05993,0.04882,0.06661,0.002,0.006,0.001,17.19,3.44,-24.36,1.69,0.34,-2.39
9512.00 ,0.05993,0.04882,0.06622,0.002,0.006,0.001,17.50,3.13,-24.51,1.72,0.31,-2.40
9513.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,17.50,3.44,-24.51,1.72,0.34,-2.40
9514.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,17.66,3.44,-24.36,1.73,0.34,-2.39
9515.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,17.19,3.59,-24.07,1.69,0.35,-2.36
9516.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,17.35,3.59,-24.21,1.70,0.35,-2.37
9517.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,17.50,3.75,-24.07,1.72,0.37,-2.36
9518.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,17.66,3.59,-24.07,1.73,0.35,-2.36
9519.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,17.66,3.28,-24.21,1.73,0.32,-2.37
9520.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,17.66,3.28,-23.48,1.73,0.32,-2.30
9521.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,17.50,3.44,-23.77,1.72,0.34,-2.33
9522.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,17.66,3.44,-23.77,1.73,0.34,-2.33
9523.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,17.81,3.44,-23.92,1.75,0.34,-2.35
9524.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,18.12,3.28,-24.07,1.78,0.32,-2.36
9525.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,17.97,3.44,-23.77,1.76,0.34,-2.33
9526.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,18.28,3.75,-23.63,1.79,0.37,-2.32
9527.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,18.12,3.44,-23.77,1.78,0.34,-2.33
9528.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,18.12,3.44,-23.48,1.78,0.34,-2.30
9529.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,18.28,3.28,-23.34,1.79,0.32,-2.29
9530.00 ,0.05968,0.04945,0.06622,0.002,0.006,0.001,17.81,3.28,-23.48,1.75,0.32,-2.30
9531.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,17.81,3.59,-23.34,1.75,0.35,-2.29
9532.00 ,0.0598,0.04945,0.06622,0.002,0.006,0.001,17.97,3.44,-23.48,1.76,0.34,-2.30
9533.00 ,0.0598,0.05008,0.06635,0.002,0.007,0.001,17.97,3.28,-23.19,1.76,0.32,-2.27
9534.00 ,0.06006,0.04882,0.06635,0.002,0.006,0.001,18.12,3.28,-23.04,1.78,0.32,-2.26
9535.00 ,0.05993,0.04819,0.06661,0.002,0.005,0.001,18.28,3.44,-23.19,1.79,0.34,-2.27
9536.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,18.28,3.44,-22.90,1.79,0.34,-2.24
9537.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,18.28,3.28,-23.19,1.79,0.32,-2.27
9538.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,18.28,3.44,-22.90,1.79,0.34,-2.24
9539.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,18.28,3.28,-23.19,1.79,0.32,-2.27
9540.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,18.28,3.59,-23.19,1.79,0.35,-2.27
9541.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,18.12,3.28,-23.34,1.78,0.32,-2.29
9542.00 ,0.05993,0.05008,0.06609,0.002,0.007,0.000,18.28,3.28,-23.04,1.79,0.32,-2.26
9543.00 ,0.0598,0.04945,0.06609,0.002,0.006,0.000,18.59,3.44,-23.34,1.82,0.34,-2.29
9544.00 ,0.05968,0.05008,0.06635,0.002,0.007,0.001,18.43,3.28,-23.34,1.81,0.32,-2.29
9545.00 ,0.0598,0.04819,0.06687,0.002,0.005,0.001,18.43,2.97,-23.34,1.81,0.29,-2.29
9546.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,18.43,3.44,-23.34,1.81,0.34,-2.29
9547.00 ,0.06006,0.04945,0.06635,0.002,0.006,0.001,18.59,3.44,-23.48,1.82,0.34,-2.30
9548.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,18.59,3.44,-23.48,1.82,0.34,-2.30
9549.00 ,0.05955,0.04945,0.06635,0.002,0.006,0.001,18.74,3.28,-23.63,1.84,0.32,-2.32
9550.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,18.43,2.81,-23.63,1.81,0.28,-2.32
9551.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,18.59,3.44,-23.63,1.82,0.34,-2.32
9552.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,18.74,3.28,-23.92,1.84,0.32,-2.35
9553.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,18.90,3.13,-23.77,1.85,0.31,-2.33
9554.00 ,0.05968,0.04945,0.06622,0.002,0.006,0.001,18.74,3.44,-23.92,1.84,0.34,-2.35
9555.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,18.74,2.97,-23.92,1.84,0.29,-2.35
9556.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,18.59,2.81,-23.92,1.82,0.28,-2.35
9557.00 ,0.05955,0.04819,0.06648,0.002,0.005,0.001,18.90,3.13,-23.92,1.85,0.31,-2.35
9558.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,18.74,3.28,-23.92,1.84,0.32,-2.35
9559.00 ,0.05968,0.04819,0.06622,0.002,0.005,0.001,18.74,2.81,-23.92,1.84,0.28,-2.35
9560.00 ,0.06006,0.04945,0.06648,0.002,0.006,0.001,18.90,3.28,-23.92,1.85,0.32,-2.35
9561.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,18.90,3.28,-23.63,1.85,0.32,-2.32
9562.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,18.90,2.97,-23.77,1.85,0.29,-2.33
9563.00 ,0.06006,0.04882,0.06648,0.002,0.006,0.001,18.90,2.97,-23.63,1.85,0.29,-2.32
9564.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,19.21,3.28,-23.77,1.88,0.32,-2.33
9565.00 ,0.05993,0.04819,0.06648,0.002,0.005,0.001,19.05,3.13,-24.07,1.87,0.31,-2.36
9566.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,18.90,2.97,-23.77,1.85,0.29,-2.33
9567.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,18.74,3.13,-24.07,1.84,0.31,-2.36
9568.00 ,0.0598,0.04945,0.06622,0.002,0.006,0.001,19.05,2.81,-23.92,1.87,0.28,-2.35
9569.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,18.74,3.28,-23.77,1.84,0.32,-2.33
9570.00 ,0.05968,0.04945,0.06622,0.002,0.006,0.001,19.05,3.28,-24.07,1.87,0.32,-2.36
9571.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,19.05,2.97,-23.92,1.87,0.29,-2.35
9572.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,19.05,3.13,-24.07,1.87,0.31,-2.36
9573.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,18.90,2.81,-24.07,1.85,0.28,-2.36
9574.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,19.05,3.13,-23.92,1.87,0.31,-2.35
9575.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,18.90,3.28,-24.21,1.85,0.32,-2.37
9576.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,18.74,2.81,-24.07,1.84,0.28,-2.36
9577.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,19.05,3.28,-23.92,1.87,0.32,-2.35
9578.00 ,0.05993,0.04882,0.06622,0.002,0.006,0.001,18.90,2.97,-23.92,1.85,0.29,-2.35
9579.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,19.36,2.97,-24.07,1.90,0.29,-2.36
9580.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,19.21,2.81,-24.07,1.88,0.28,-2.36
9581.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,19.21,3.13,-24.21,1.88,0.31,-2.37
9582.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,19.21,2.81,-24.07,1.88,0.28,-2.36
9583.00 ,0.05993,0.04756,0.06622,0.002,0.005,0.001,19.36,2.81,-24.07,1.90,0.28,-2.36
9584.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,19.21,2.81,-24.36,1.88,0.28,-2.39
9585.00 ,0.0598,0.05008,0.06609,0.002,0.007,0.000,19.36,2.81,-24.21,1.90,0.28,-2.37
9586.00 ,0.05968,0.04945,0.06635,0.002,0.006,0.001,19.05,2.66,-24.07,1.87,0.26,-2.36
9587.00 ,0.05968,0.04945,0.06622,0.002,0.006,0.001,19.21,3.13,-24.21,1.88,0.31,-2.37
9588.00 ,0.05968,0.05008,0.06609,0.002,0.007,0.000,18.90,2.97,-24.07,1.85,0.29,-2.36
9589.00 ,0.05968,0.04819,0.06622,0.002,0.005,0.001,19.36,2.81,-24.36,1.90,0.28,-2.39
9590.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,19.36,2.81,-24.21,1.90,0.28,-2.37
9591.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,19.21,2.81,-23.77,1.88,0.28,-2.33
9592.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,19.21,2.66,-24.36,1.88,0.26,-2.39
9593.00 ,0.05993,0.04756,0.06635,0.002,0.005,0.001,19.52,2.81,-24.36,1.91,0.28,-2.39
9594.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,19.36,2.50,-24.21,1.90,0.25,-2.37
9595.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,19.36,2.66,-24.51,1.90,0.26,-2.40
9596.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,19.36,2.97,-24.51,1.90,0.29,-2.40
9597.00 ,0.0598,0.05008,0.06622,0.002,0.007,0.001,19.21,2.81,-24.51,1.88,0.28,-2.40
9598.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,19.21,2.66,-24.36,1.88,0.26,-2.39
9599.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,19.36,2.66,-24.51,1.90,0.26,-2.40
9600.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,19.52,2.81,-24.51,1.91,0.28,-2.40
9601.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,19.52,2.66,-24.36,1.91,0.26,-2.39
9602.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,19.52,2.50,-24.51,1.91,0.25,-2.40
9603.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,19.36,2.50,-24.07,1.90,0.25,-2.36
9604.00 ,0.0598,0.04819,0.06661,0.002,0.005,0.001,19.21,2.50,-24.51,1.88,0.25,-2.40
9605.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,19.21,2.66,-24.80,1.88,0.26,-2.43
9606.00 ,0.06006,0.04945,0.06635,0.002,0.006,0.001,19.36,2.66,-24.80,1.90,0.26,-2.43
9607.00 ,0.0598,0.05008,0.06635,0.002,0.007,0.001,19.36,2.50,-24.51,1.90,0.25,-2.40
9608.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,19.36,2.50,-24.65,1.90,0.25,-2.42
9609.00 ,0.05993,0.04819,0.06648,0.002,0.005,0.001,19.36,2.81,-24.65,1.90,0.28,-2.42
9610.00 ,0.06006,0.04819,0.06635,0.002,0.005,0.001,19.36,2.66,-24.80,1.90,0.26,-2.43
9611.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,19.52,2.50,-24.51,1.91,0.25,-2.40
9612.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,19.21,2.81,-24.80,1.88,0.28,-2.43
9613.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,19.52,2.50,-24.65,1.91,0.25,-2.42
9614.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,19.52,2.81,-24.80,1.91,0.28,-2.43
9615.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,19.36,2.66,-24.94,1.90,0.26,-2.45
9616.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,19.36,2.81,-24.94,1.90,0.28,-2.45
9617.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,19.21,2.66,-24.94,1.88,0.26,-2.45
9618.00 ,0.0598,0.05071,0.06648,0.002,0.008,0.001,19.05,2.81,-24.80,1.87,0.28,-2.43
9619.00 ,0.05968,0.04945,0.06635,0.002,0.006,0.001,19.21,2.19,-24.94,1.88,0.21,-2.45
9620.00 ,0.05968,0.04945,0.06648,0.002,0.006,0.001,19.05,2.50,-24.94,1.87,0.25,-2.45
9621.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,19.36,2.50,-25.09,1.90,0.25,-2.46
9622.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,19.05,2.66,-24.80,1.87,0.26,-2.43
9623.00 ,0.05968,0.04945,0.06648,0.002,0.006,0.001,18.90,2.34,-24.80,1.85,0.23,-2.43
9624.00 ,0.05955,0.04819,0.06648,0.002,0.005,0.001,19.05,2.19,-25.24,1.87,0.21,-2.47
9625.00 ,0.05993,0.04945,0.06661,0.002,0.006,0.001,19.21,2.50,-25.24,1.88,0.25,-2.47
9626.00 ,0.05993,0.04945,0.06661,0.002,0.006,0.001,18.90,2.34,-25.24,1.85,0.23,-2.47
9627.00 ,0.0598,0.04756,0.06635,0.002,0.005,0.001,19.05,2.50,-24.94,1.87,0.25,-2.45
9628.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,18.90,2.50,-24.80,1.85,0.25,-2.43
9629.00 ,0.0598,0.04819,0.06661,0.002,0.005,0.001,19.05,2.50,-24.94,1.87,0.25,-2.45
9630.00 ,0.05993,0.04819,0.06661,0.002,0.005,0.001,19.21,2.34,-24.94,1.88,0.23,-2.45
9631.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,19.21,2.34,-25.09,1.88,0.23,-2.46
9632.00 ,0.05968,0.04945,0.06648,0.002,0.006,0.001,19.05,2.34,-25.24,1.87,0.23,-2.47
9633.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,18.90,2.34,-25.38,1.85,0.23,-2.49
9634.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,19.05,2.34,-25.53,1.87,0.23,-2.50
9635.00 ,0.06006,0.04882,0.06635,0.002,0.006,0.001,18.90,2.19,-25.53,1.85,0.21,-2.50
9636.00 ,0.05993,0.04819,0.06661,0.002,0.005,0.001,18.74,2.34,-25.67,1.84,0.23,-2.52
9637.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,18.74,2.50,-25.67,1.84,0.25,-2.52
9638.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,18.74,2.03,-25.67,1.84,0.20,-2.52
9639.00 ,0.05955,0.04882,0.06635,0.002,0.006,0.001,18.43,2.34,-26.11,1.81,0.23,-2.56
9640.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,18.43,2.19,-25.97,1.81,0.21,-2.55
9641.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,18.59,2.34,-25.97,1.82,0.23,-2.55
9642.00 ,0.0598,0.05008,0.06622,0.002,0.007,0.001,18.43,2.19,-26.11,1.81,0.21,-2.56
9643.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,18.43,2.19,-26.40,1.81,0.21,-2.59
9644.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,18.59,2.19,-26.26,1.82,0.21,-2.57
9645.00 ,0.05968,0.04819,0.06661,0.002,0.005,0.001,18.74,2.19,-26.70,1.84,0.21,-2.62
9646.00 ,0.0598,0.04819,0.06622,0.002,0.005,0.001,18.28,2.19,-26.26,1.79,0.21,-2.57
9647.00 ,0.05968,0.05071,0.06635,0.002,0.008,0.001,18.43,2.03,-26.84,1.81,0.20,-2.63
9648.00 ,0.05993,0.05008,0.06622,0.002,0.007,0.001,18.12,2.03,-26.70,1.78,0.20,-2.62
9649.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,18.28,1.72,-26.84,1.79,0.17,-2.63
9650.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,17.66,1.88,-26.84,1.73,0.18,-2.63
9651.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,18.12,1.88,-26.84,1.78,0.18,-2.63
9652.00 ,0.0598,0.04819,0.06622,0.002,0.005,0.001,18.12,2.03,-27.13,1.78,0.20,-2.66
9653.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,18.12,1.72,-27.13,1.78,0.17,-2.66
9654.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,17.81,1.72,-27.28,1.75,0.17,-2.67
9655.00 ,0.0598,0.04819,0.06609,0.002,0.005,0.000,17.50,1.88,-27.28,1.72,0.18,-2.67
9656.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,17.81,2.03,-27.28,1.75,0.20,-2.67
9657.00 ,0.0598,0.04945,0.06661,0.002,0.006,0.001,17.66,1.88,-27.57,1.73,0.18,-2.70
9658.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,17.66,1.72,-27.43,1.73,0.17,-2.69
9659.00 ,0.0598,0.04756,0.06622,0.002,0.005,0.001,17.66,1.88,-27.72,1.73,0.18,-2.72
9660.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,17.50,1.56,-27.72,1.72,0.15,-2.72
9661.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,17.35,1.72,-27.87,1.70,0.17,-2.73
9662.00 ,0.05955,0.04882,0.06635,0.002,0.006,0.001,17.35,1.56,-27.87,1.70,0.15,-2.73
9663.00 ,0.05993,0.04945,0.06661,0.002,0.006,0.001,17.35,1.56,-27.87,1.70,0.15,-2.73
9664.00 ,0.05993,0.04882,0.06661,0.002,0.006,0.001,16.88,1.56,-28.16,1.66,0.15,-2.76
9665.00 ,0.06006,0.04882,0.06648,0.002,0.006,0.001,17.19,1.72,-28.01,1.69,0.17,-2.75
9666.00 ,0.05993,0.05008,0.06622,0.002,0.007,0.001,17.19,1.72,-28.30,1.69,0.17,-2.77
9667.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,16.88,1.72,-28.45,1.66,0.17,-2.79
9668.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,17.19,1.72,-28.60,1.69,0.17,-2.80
9669.00 ,0.05993,0.04882,0.06622,0.002,0.006,0.001,17.04,1.72,-28.60,1.67,0.17,-2.80
9670.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,17.04,1.41,-28.45,1.67,0.14,-2.79
9671.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,16.73,1.41,-28.89,1.64,0.14,-2.83
9672.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,17.04,1.41,-29.03,1.67,0.14,-2.85
9673.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,16.73,1.56,-29.18,1.64,0.15,-2.86
9674.00 ,0.05993,0.04819,0.06661,0.002,0.005,0.001,16.73,1.56,-29.18,1.64,0.15,-2.86
9675.00 ,0.05993,0.04882,0.06622,0.002,0.006,0.001,16.73,1.09,-29.47,1.64,0.11,-2.89
9676.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,16.42,1.41,-29.47,1.61,0.14,-2.89
9677.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,16.73,1.41,-29.76,1.64,0.14,-2.92
9678.00 ,0.05993,0.04882,0.06661,0.002,0.006,0.001,16.26,1.41,-29.62,1.59,0.14,-2.90
9679.00 ,0.05955,0.04945,0.06609,0.002,0.006,0.000,16.42,1.41,-29.91,1.61,0.14,-2.93
9680.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,16.42,1.41,-30.06,1.61,0.14,-2.95
9681.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,15.95,1.41,-29.76,1.56,0.14,-2.92
9682.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,16.26,1.25,-30.06,1.59,0.12,-2.95
9683.00 ,0.06006,0.04882,0.06622,0.002,0.006,0.001,16.42,1.41,-30.20,1.61,0.14,-2.96
9684.00 ,0.0598,0.04945,0.06622,0.002,0.006,0.001,16.11,1.25,-30.35,1.58,0.12,-2.98
9685.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,16.11,1.41,-30.49,1.58,0.14,-2.99
9686.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,15.80,1.25,-30.49,1.55,0.12,-2.99
9687.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,15.95,1.25,-30.49,1.56,0.12,-2.99
9688.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,15.80,1.09,-30.64,1.55,0.11,-3.00
9689.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,15.64,1.41,-30.93,1.53,0.14,-3.03
9690.00 ,0.05968,0.04882,0.06661,0.002,0.006,0.001,15.49,1.09,-30.93,1.52,0.11,-3.03
9691.00 ,0.0598,0.04945,0.06661,0.002,0.006,0.001,15.64,1.41,-30.79,1.53,0.14,-3.02
9692.00 ,0.0598,0.04819,0.06622,0.002,0.005,0.001,15.95,1.09,-30.93,1.56,0.11,-3.03
9693.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,15.49,0.94,-30.93,1.52,0.09,-3.03
9694.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,15.33,1.25,-30.64,1.50,0.12,-3.00
9695.00 ,0.0598,0.04819,0.06622,0.002,0.005,0.001,15.49,1.09,-30.64,1.52,0.11,-3.00
9696.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,15.33,1.25,-30.64,1.50,0.12,-3.00
9697.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,15.33,1.41,-30.64,1.50,0.14,-3.00
9698.00 ,0.05968,0.05008,0.06622,0.002,0.007,0.001,15.33,1.41,-30.64,1.50,0.14,-3.00
9699.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,15.18,1.09,-30.64,1.49,0.11,-3.00
9700.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,15.18,1.41,-30.64,1.49,0.14,-3.00
9701.00 ,0.06006,0.04945,0.06622,0.002,0.006,0.001,15.18,1.09,-30.93,1.49,0.11,-3.03
9702.00 ,0.05968,0.04945,0.06648,0.002,0.006,0.001,14.87,1.41,-30.93,1.46,0.14,-3.03
9703.00 ,0.0598,0.04882,0.06609,0.002,0.006,0.000,15.02,1.25,-31.08,1.47,0.12,-3.05
9704.00 ,0.05968,0.04945,0.06635,0.002,0.006,0.001,14.87,1.25,-31.08,1.46,0.12,-3.05
