"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",1-Hz downsampled data,Complete period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original extensometer wire oblique distance; corr = corrected distance to reflect slope-parallel displacement; m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
17148.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.93,2.81,-8.73,2.25,0.28,-0.86
17149.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.08,3.44,-8.58,2.26,0.34,-0.84
17150.00 ,0.06006,0.05134,0.06699,0.002,0.008,0.001,23.08,3.13,-8.44,2.26,0.31,-0.83
17151.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,23.08,2.81,-8.58,2.26,0.28,-0.84
17152.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,22.77,2.97,-8.73,2.23,0.29,-0.86
17153.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.39,3.13,-8.58,2.29,0.31,-0.84
17154.00 ,0.06006,0.05197,0.06674,0.002,0.009,0.001,23.24,3.28,-8.44,2.28,0.32,-0.83
17155.00 ,0.06018,0.05008,0.06674,0.002,0.007,0.001,23.39,3.28,-8.44,2.29,0.32,-0.83
17156.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.93,2.97,-8.58,2.25,0.29,-0.84
17157.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,23.08,2.97,-8.44,2.26,0.29,-0.83
17158.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,23.08,2.81,-8.29,2.26,0.28,-0.81
17159.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.93,2.97,-8.58,2.25,0.29,-0.84
17160.00 ,0.06006,0.05197,0.06699,0.002,0.009,0.001,22.93,3.13,-8.58,2.25,0.31,-0.84
17161.00 ,0.06018,0.04945,0.06674,0.002,0.006,0.001,22.93,3.59,-8.44,2.25,0.35,-0.83
17162.00 ,0.06031,0.05197,0.06712,0.002,0.009,0.001,22.93,3.28,-8.58,2.25,0.32,-0.84
17163.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,22.93,2.81,-8.44,2.25,0.28,-0.83
17164.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,23.08,2.97,-8.44,2.26,0.29,-0.83
17165.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.24,3.13,-8.29,2.28,0.31,-0.81
17166.00 ,0.05993,0.05071,0.06699,0.002,0.008,0.001,22.77,3.28,-8.29,2.23,0.32,-0.81
17167.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,23.08,3.13,-8.44,2.26,0.31,-0.83
17168.00 ,0.06018,0.05197,0.06712,0.002,0.009,0.001,23.08,3.28,-8.29,2.26,0.32,-0.81
17169.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,22.77,3.13,-8.29,2.23,0.31,-0.81
17170.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,23.08,2.97,-8.44,2.26,0.29,-0.83
17171.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,23.08,2.97,-8.14,2.26,0.29,-0.80
17172.00 ,0.06031,0.05197,0.06687,0.002,0.009,0.001,22.93,3.13,-9.02,2.25,0.31,-0.88
17173.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.93,3.13,-8.87,2.25,0.31,-0.87
17174.00 ,0.06031,0.04945,0.06674,0.002,0.006,0.001,23.08,2.81,-8.58,2.26,0.28,-0.84
17175.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,22.93,2.97,-8.87,2.25,0.29,-0.87
17176.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.08,2.97,-8.58,2.26,0.29,-0.84
17177.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.93,2.97,-8.58,2.25,0.29,-0.84
17178.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.62,3.28,-8.44,2.22,0.32,-0.83
17179.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,23.24,2.97,-8.58,2.28,0.29,-0.84
17180.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,23.39,3.13,-8.29,2.29,0.31,-0.81
17181.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,22.93,2.97,-8.73,2.25,0.29,-0.86
17182.00 ,0.06006,0.05134,0.06712,0.002,0.008,0.001,23.08,2.97,-8.29,2.26,0.29,-0.81
17183.00 ,0.06031,0.05008,0.06674,0.002,0.007,0.001,22.77,3.13,-8.29,2.23,0.31,-0.81
17184.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,23.24,2.81,-8.58,2.28,0.28,-0.84
17185.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,23.24,2.81,-8.44,2.28,0.28,-0.83
17186.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.93,3.44,-8.29,2.25,0.34,-0.81
17187.00 ,0.06031,0.05008,0.06661,0.002,0.007,0.001,23.08,2.66,-8.00,2.26,0.26,-0.78
17188.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,23.08,2.97,-8.44,2.26,0.29,-0.83
17189.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.77,3.28,-8.14,2.23,0.32,-0.80
17190.00 ,0.06018,0.05008,0.06661,0.002,0.007,0.001,23.39,2.97,-8.29,2.29,0.29,-0.81
17191.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.77,3.28,-8.44,2.23,0.32,-0.83
17192.00 ,0.06018,0.05197,0.06674,0.002,0.009,0.001,22.46,3.13,-8.14,2.20,0.31,-0.80
17193.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,23.08,2.97,-8.14,2.26,0.29,-0.80
17194.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,23.08,3.44,-8.14,2.26,0.34,-0.80
17195.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.77,2.81,-8.00,2.23,0.28,-0.78
17196.00 ,0.06018,0.05008,0.06674,0.002,0.007,0.001,22.93,3.13,-8.14,2.25,0.31,-0.80
17197.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,23.39,2.81,-8.44,2.29,0.28,-0.83
17198.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,22.93,2.97,-8.14,2.25,0.29,-0.80
17199.00 ,0.05993,0.05071,0.06674,0.002,0.008,0.001,23.08,2.97,-8.00,2.26,0.29,-0.78
17200.00 ,0.0598,0.04945,0.06674,0.002,0.006,0.001,22.77,3.13,-8.29,2.23,0.31,-0.81
17201.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.08,3.28,-8.00,2.26,0.32,-0.78
17202.00 ,0.06018,0.04945,0.06699,0.002,0.006,0.001,23.08,3.28,-8.00,2.26,0.32,-0.78
17203.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.62,2.97,-8.87,2.22,0.29,-0.87
17204.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,23.08,3.28,-8.73,2.26,0.32,-0.86
17205.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,23.08,2.97,-8.73,2.26,0.29,-0.86
17206.00 ,0.05993,0.05008,0.06687,0.002,0.007,0.001,22.93,2.97,-8.44,2.25,0.29,-0.83
17207.00 ,0.06006,0.05261,0.06661,0.002,0.010,0.001,22.93,3.13,-8.44,2.25,0.31,-0.83
17208.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.77,2.97,-8.29,2.23,0.29,-0.81
17209.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,22.77,2.97,-8.29,2.23,0.29,-0.81
17210.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.77,2.97,-8.29,2.23,0.29,-0.81
17211.00 ,0.0598,0.04945,0.06687,0.002,0.006,0.001,22.93,3.13,-8.14,2.25,0.31,-0.80
17212.00 ,0.05993,0.04945,0.06687,0.002,0.006,0.001,22.77,2.81,-8.00,2.23,0.28,-0.78
17213.00 ,0.06031,0.05071,0.06699,0.002,0.008,0.001,22.77,3.13,-8.14,2.23,0.31,-0.80
17214.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.62,2.81,-8.00,2.22,0.28,-0.78
17215.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,22.46,2.97,-8.00,2.20,0.29,-0.78
17216.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.77,2.97,-8.00,2.23,0.29,-0.78
17217.00 ,0.06006,0.05134,0.06674,0.002,0.008,0.001,22.93,3.13,-8.00,2.25,0.31,-0.78
17218.00 ,0.06006,0.05008,0.06699,0.002,0.007,0.001,22.62,3.28,-8.00,2.22,0.32,-0.78
17219.00 ,0.0598,0.05008,0.06687,0.002,0.007,0.001,22.31,2.81,-8.29,2.19,0.28,-0.81
17220.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.46,2.97,-8.00,2.20,0.29,-0.78
17221.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.77,2.97,-7.85,2.23,0.29,-0.77
17222.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,22.46,2.81,-7.85,2.20,0.28,-0.77
17223.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.46,3.28,-8.14,2.20,0.32,-0.80
17224.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,22.62,3.28,-8.00,2.22,0.32,-0.78
17225.00 ,0.06006,0.05134,0.06699,0.002,0.008,0.001,22.46,2.97,-8.00,2.20,0.29,-0.78
17226.00 ,0.06006,0.05134,0.06661,0.002,0.008,0.001,22.77,2.97,-7.70,2.23,0.29,-0.76
17227.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,22.46,3.13,-7.85,2.20,0.31,-0.77
17228.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,22.62,2.97,-7.70,2.22,0.29,-0.76
17229.00 ,0.06006,0.04882,0.06699,0.002,0.006,0.001,22.46,3.13,-8.58,2.20,0.31,-0.84
17230.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,22.62,3.28,-8.29,2.22,0.32,-0.81
17231.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.77,3.13,-8.00,2.23,0.31,-0.78
17232.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,22.46,3.13,-8.29,2.20,0.31,-0.81
17233.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,22.46,2.97,-8.29,2.20,0.29,-0.81
17234.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,22.46,3.13,-8.14,2.20,0.31,-0.80
17235.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.46,3.13,-8.00,2.20,0.31,-0.78
17236.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.31,2.97,-8.00,2.19,0.29,-0.78
17237.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.46,2.81,-8.00,2.20,0.28,-0.78
17238.00 ,0.06018,0.04945,0.06674,0.002,0.006,0.001,22.15,2.97,-8.00,2.17,0.29,-0.78
17239.00 ,0.06006,0.04945,0.06687,0.002,0.006,0.001,22.46,3.13,-7.70,2.20,0.31,-0.76
17240.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,22.62,2.66,-7.85,2.22,0.26,-0.77
17241.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.15,2.97,-8.14,2.17,0.29,-0.80
17242.00 ,0.06044,0.05008,0.06687,0.003,0.007,0.001,22.31,3.13,-8.00,2.19,0.31,-0.78
17243.00 ,0.0598,0.05134,0.06674,0.002,0.008,0.001,22.15,2.97,-8.00,2.17,0.29,-0.78
17244.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,22.46,2.81,-7.70,2.20,0.28,-0.76
17245.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.46,3.28,-8.00,2.20,0.32,-0.78
17246.00 ,0.06018,0.05134,0.06712,0.002,0.008,0.001,22.46,3.28,-7.85,2.20,0.32,-0.77
17247.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.15,2.81,-7.70,2.17,0.28,-0.76
17248.00 ,0.06006,0.05008,0.06699,0.002,0.007,0.001,22.62,3.13,-7.70,2.22,0.31,-0.76
17249.00 ,0.06031,0.05197,0.06687,0.002,0.009,0.001,22.15,2.97,-7.41,2.17,0.29,-0.73
17250.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.46,2.97,-7.41,2.20,0.29,-0.73
17251.00 ,0.06044,0.05071,0.06687,0.003,0.008,0.001,22.46,2.81,-7.70,2.20,0.28,-0.76
17252.00 ,0.0598,0.05134,0.06699,0.002,0.008,0.001,22.31,3.13,-7.70,2.19,0.31,-0.76
17253.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,22.31,3.13,-7.85,2.19,0.31,-0.77
17254.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.00,3.13,-7.85,2.16,0.31,-0.77
17255.00 ,0.06031,0.04945,0.06674,0.002,0.006,0.001,22.31,2.97,-7.85,2.19,0.29,-0.77
17256.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.31,2.66,-7.85,2.19,0.26,-0.77
17257.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.15,3.28,-7.56,2.17,0.32,-0.74
17258.00 ,0.06018,0.05261,0.06699,0.002,0.010,0.001,22.15,3.28,-7.56,2.17,0.32,-0.74
17259.00 ,0.06006,0.04945,0.06674,0.002,0.006,0.001,22.31,3.28,-7.56,2.19,0.32,-0.74
17260.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.31,2.97,-7.56,2.19,0.29,-0.74
17261.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.31,2.66,-7.70,2.19,0.26,-0.76
17262.00 ,0.06031,0.05134,0.06699,0.002,0.008,0.001,22.31,2.81,-7.70,2.19,0.28,-0.76
17263.00 ,0.0598,0.04882,0.06712,0.002,0.006,0.001,22.46,2.97,-7.56,2.20,0.29,-0.74
17264.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.31,2.97,-7.56,2.19,0.29,-0.74
17265.00 ,0.06018,0.05008,0.06674,0.002,0.007,0.001,22.15,2.81,-8.00,2.17,0.28,-0.78
17266.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,22.15,2.81,-7.56,2.17,0.28,-0.74
17267.00 ,0.06018,0.05197,0.06699,0.002,0.009,0.001,22.15,2.97,-7.70,2.17,0.29,-0.76
17268.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,22.31,2.97,-7.70,2.19,0.29,-0.76
17269.00 ,0.06018,0.05008,0.06712,0.002,0.007,0.001,22.31,2.97,-8.00,2.19,0.29,-0.78
17270.00 ,0.06031,0.05071,0.06699,0.002,0.008,0.001,22.00,2.97,-7.85,2.16,0.29,-0.77
17271.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,22.31,2.97,-7.85,2.19,0.29,-0.77
17272.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.15,3.28,-7.56,2.17,0.32,-0.74
17273.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.15,2.97,-7.41,2.17,0.29,-0.73
17274.00 ,0.05993,0.05071,0.06674,0.002,0.008,0.001,22.15,2.97,-7.41,2.17,0.29,-0.73
17275.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.15,2.81,-7.27,2.17,0.28,-0.71
17276.00 ,0.06006,0.05134,0.06699,0.002,0.008,0.001,22.15,2.81,-7.41,2.17,0.28,-0.73
17277.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,22.31,3.13,-7.56,2.19,0.31,-0.74
17278.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,22.00,2.97,-7.56,2.16,0.29,-0.74
17279.00 ,0.06006,0.05008,0.06699,0.002,0.007,0.001,22.15,3.28,-7.41,2.17,0.32,-0.73
17280.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.31,2.97,-7.12,2.19,0.29,-0.70
17281.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,22.00,3.13,-7.27,2.16,0.31,-0.71
17282.00 ,0.06006,0.04945,0.06674,0.002,0.006,0.001,22.15,2.97,-7.27,2.17,0.29,-0.71
17283.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.00,3.13,-7.12,2.16,0.31,-0.70
17284.00 ,0.06031,0.05197,0.06699,0.002,0.009,0.001,22.31,2.81,-7.12,2.19,0.28,-0.70
17285.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,21.84,3.28,-7.12,2.14,0.32,-0.70
17286.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,22.15,2.81,-7.12,2.17,0.28,-0.70
17287.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.31,3.13,-7.27,2.19,0.31,-0.71
17288.00 ,0.06006,0.05071,0.06661,0.002,0.008,0.001,22.00,2.97,-7.12,2.16,0.29,-0.70
17289.00 ,0.06006,0.05197,0.06699,0.002,0.009,0.001,22.15,2.97,-7.12,2.17,0.29,-0.70
17290.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,21.84,3.13,-7.27,2.14,0.31,-0.71
17291.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,21.84,2.97,-7.12,2.14,0.29,-0.70
17292.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.00,2.66,-7.27,2.16,0.26,-0.71
17293.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,22.00,2.66,-7.12,2.16,0.26,-0.70
17294.00 ,0.0598,0.05008,0.06687,0.002,0.007,0.001,22.00,2.66,-6.97,2.16,0.26,-0.68
17295.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,21.84,2.81,-7.27,2.14,0.28,-0.71
17296.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,21.84,2.81,-6.97,2.14,0.28,-0.68
17297.00 ,0.06006,0.05197,0.06699,0.002,0.009,0.001,21.84,2.97,-7.12,2.14,0.29,-0.70
17298.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,21.84,2.81,-6.97,2.14,0.28,-0.68
17299.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.00,3.28,-7.12,2.16,0.32,-0.70
17300.00 ,0.0598,0.05134,0.06712,0.002,0.008,0.001,22.15,2.97,-6.97,2.17,0.29,-0.68
17301.00 ,0.06018,0.04945,0.06687,0.002,0.006,0.001,21.84,3.13,-7.27,2.14,0.31,-0.71
17302.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,22.31,3.13,-6.83,2.19,0.31,-0.67
17303.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,21.84,2.97,-6.97,2.14,0.29,-0.68
17304.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,22.00,2.97,-6.68,2.16,0.29,-0.66
17305.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.15,2.81,-6.83,2.17,0.28,-0.67
17306.00 ,0.06006,0.05134,0.06661,0.002,0.008,0.001,22.00,2.97,-7.56,2.16,0.29,-0.74
17307.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.00,2.97,-7.27,2.16,0.29,-0.71
17308.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,22.31,2.81,-7.27,2.19,0.28,-0.71
17309.00 ,0.05993,0.05008,0.06674,0.002,0.007,0.001,21.84,2.97,-7.12,2.14,0.29,-0.70
17310.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,21.69,2.97,-6.97,2.13,0.29,-0.68
17311.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,21.84,3.28,-6.97,2.14,0.32,-0.68
17312.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.00,2.81,-7.27,2.16,0.28,-0.71
17313.00 ,0.06031,0.04945,0.06699,0.002,0.006,0.001,21.84,3.44,-6.97,2.14,0.34,-0.68
17314.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,22.00,2.81,-6.83,2.16,0.28,-0.67
17315.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,21.84,2.97,-6.97,2.14,0.29,-0.68
17316.00 ,0.06031,0.05134,0.06687,0.002,0.008,0.001,21.84,3.13,-6.54,2.14,0.31,-0.64
17317.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,22.15,2.66,-6.97,2.17,0.26,-0.68
17318.00 ,0.06006,0.05008,0.06699,0.002,0.007,0.001,22.00,2.97,-6.68,2.16,0.29,-0.66
17319.00 ,0.05993,0.05071,0.06687,0.002,0.008,0.001,21.69,3.13,-6.83,2.13,0.31,-0.67
17320.00 ,0.06044,0.05134,0.06699,0.003,0.008,0.001,22.00,3.13,-6.68,2.16,0.31,-0.66
17321.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,21.84,3.13,-6.83,2.14,0.31,-0.67
17322.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,21.84,2.81,-6.54,2.14,0.28,-0.64
17323.00 ,0.0598,0.04945,0.06687,0.002,0.006,0.001,22.46,2.81,-6.68,2.20,0.28,-0.66
17324.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.00,3.13,-6.39,2.16,0.31,-0.63
17325.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.00,2.97,-6.39,2.16,0.29,-0.63
17326.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.00,2.66,-7.12,2.16,0.26,-0.70
17327.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,22.00,3.28,-6.83,2.16,0.32,-0.67
17328.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.00,3.13,-6.54,2.16,0.31,-0.64
17329.00 ,0.06006,0.05071,0.06712,0.002,0.008,0.001,21.84,2.81,-6.68,2.14,0.28,-0.66
17330.00 ,0.06018,0.04945,0.06687,0.002,0.006,0.001,22.00,2.97,-6.54,2.16,0.29,-0.64
17331.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,21.84,2.81,-6.10,2.14,0.28,-0.60
17332.00 ,0.05993,0.05008,0.06687,0.002,0.007,0.001,21.84,3.28,-6.39,2.14,0.32,-0.63
17333.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.15,3.28,-6.10,2.17,0.32,-0.60
17334.00 ,0.06018,0.05134,0.06712,0.002,0.008,0.001,22.00,3.44,-6.10,2.16,0.34,-0.60
17335.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.00,2.97,-6.10,2.16,0.29,-0.60
17336.00 ,0.05993,0.05071,0.06687,0.002,0.008,0.001,21.84,3.28,-6.24,2.14,0.32,-0.61
17337.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.00,3.28,-6.10,2.16,0.32,-0.60
17338.00 ,0.05993,0.04945,0.06687,0.002,0.006,0.001,22.00,2.97,-6.10,2.16,0.29,-0.60
17339.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,21.84,2.97,-5.95,2.14,0.29,-0.58
17340.00 ,0.06006,0.05197,0.06699,0.002,0.009,0.001,21.84,2.81,-5.95,2.14,0.28,-0.58
17341.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,21.84,3.44,-6.24,2.14,0.34,-0.61
17342.00 ,0.05993,0.05134,0.06699,0.002,0.008,0.001,21.69,2.97,-6.10,2.13,0.29,-0.60
17343.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.15,2.97,-6.24,2.17,0.29,-0.61
17344.00 ,0.06018,0.05008,0.06674,0.002,0.007,0.001,21.84,3.28,-5.95,2.14,0.32,-0.58
17345.00 ,0.06006,0.05134,0.06674,0.002,0.008,0.001,22.00,2.97,-5.95,2.16,0.29,-0.58
17346.00 ,0.06006,0.05134,0.06699,0.002,0.008,0.001,22.31,2.97,-5.81,2.19,0.29,-0.57
17347.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.00,3.13,-5.95,2.16,0.31,-0.58
17348.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,21.84,2.97,-5.81,2.14,0.29,-0.57
17349.00 ,0.06044,0.05008,0.06699,0.003,0.007,0.001,22.15,2.81,-6.39,2.17,0.28,-0.63
17350.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.15,3.13,-6.39,2.17,0.31,-0.63
17351.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.00,3.28,-6.24,2.16,0.32,-0.61
17352.00 ,0.05993,0.05134,0.06699,0.002,0.008,0.001,22.00,2.97,-6.24,2.16,0.29,-0.61
17353.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,22.31,3.44,-5.81,2.19,0.34,-0.57
17354.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,21.84,3.28,-5.95,2.14,0.32,-0.58
17355.00 ,0.06006,0.05134,0.06699,0.002,0.008,0.001,22.15,3.13,-5.81,2.17,0.31,-0.57
17356.00 ,0.05993,0.05008,0.06699,0.002,0.007,0.001,22.00,3.13,-6.10,2.16,0.31,-0.60
17357.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,21.69,3.28,-5.95,2.13,0.32,-0.58
17358.00 ,0.05993,0.05071,0.06687,0.002,0.008,0.001,22.46,3.28,-5.81,2.20,0.32,-0.57
17359.00 ,0.06006,0.05134,0.06674,0.002,0.008,0.001,22.15,2.97,-5.95,2.17,0.29,-0.58
17360.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.00,3.13,-5.81,2.16,0.31,-0.57
17361.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,22.15,2.81,-5.66,2.17,0.28,-0.55
17362.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,22.15,3.28,-5.81,2.17,0.32,-0.57
17363.00 ,0.05993,0.05008,0.06687,0.002,0.007,0.001,22.15,3.28,-5.51,2.17,0.32,-0.54
17364.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,22.15,3.13,-5.51,2.17,0.31,-0.54
17365.00 ,0.06006,0.05008,0.06699,0.002,0.007,0.001,22.00,3.28,-5.66,2.16,0.32,-0.55
17366.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,22.00,3.44,-5.51,2.16,0.34,-0.54
17367.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.15,3.44,-5.51,2.17,0.34,-0.54
17368.00 ,0.06018,0.05008,0.06674,0.002,0.007,0.001,22.00,3.44,-5.37,2.16,0.34,-0.53
17369.00 ,0.05993,0.05071,0.06674,0.002,0.008,0.001,22.00,3.28,-5.66,2.16,0.32,-0.55
17370.00 ,0.05993,0.05071,0.06674,0.002,0.008,0.001,22.00,3.13,-5.66,2.16,0.31,-0.55
17371.00 ,0.06031,0.05008,0.06674,0.002,0.007,0.001,22.15,2.97,-5.66,2.17,0.29,-0.55
17372.00 ,0.06044,0.05071,0.06687,0.003,0.008,0.001,22.00,3.44,-5.37,2.16,0.34,-0.53
17373.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.00,3.28,-5.37,2.16,0.32,-0.53
