"Reid, M.E., Brien, D.L., and LaHusen, Richard G., Landslide monitoring data for the Cleveland Corral landslide near U.S. Highway 50, El Dorado County, California"
U.S. Geological Survey data release: https://doi.org/10.5066/P1P9DMFX
daily rainfall maxima and daily medians other sensors at toe station, 2002 - 2018
date,mid_downslope_extensometer_cm_mid_E2_B,mid_shallow_piezometer_cm_mid_P1,mid_deep_open_tube_piezometer_cm_mid_P2,mid_deep_driven_piezometer_cm_mid_P4,mid_upslope_mid_deep_driven_piezometer_cm_mid_P5,mid_downslope_mid_deep_driven_piezometer_cm_mid_P6,mid_precipitation_mm_mid_R
11/7/2007,-0.2,0,-0.6,9.3,,,50.8
11/8/2007,-0.2,0,-0.6,8,,,50.8
11/9/2007,0,0,-0.6,6.7,,,50.8
11/10/2007,0,0,-0.6,5.5,,,63.25
11/11/2007,0,0,-0.6,3.6,,,84.84
11/12/2007,0,0,-0.7,1.6,,,84.84
11/13/2007,0,-0.2,-0.6,0.4,,,84.84
11/14/2007,0,-0.2,-0.7,-1.3,,,84.84
11/15/2007,0,-0.2,-0.7,-2.3,,,84.84
11/16/2007,0,-0.2,-0.7,-3.6,,,84.84
11/17/2007,0,0,-0.7,-6.2,,,84.84
11/18/2007,0,-0.2,-0.8,-8.95,,,84.84
11/19/2007,0,-0.1,-0.7,-11.2,,,84.84
11/20/2007,0.2,-0.2,-0.8,-13.5,,,84.84
11/21/2007,0.2,-0.2,-0.8,-1.15,,,84.84
11/22/2007,0.2,-0.2,-0.7,0.1,,,84.84
11/23/2007,0.3,-0.2,-0.8,0.3,,,84.84
11/24/2007,0.2,-0.2,-0.8,0,,,84.84
11/25/2007,0.2,-0.2,-0.8,-0.1,,,84.84
11/26/2007,0.2,-0.2,-0.8,0.2,,,84.84
11/27/2007,0.4,-0.4,-0.8,0.3,,,84.84
11/28/2007,0.2,-0.4,-0.8,0.3,,,84.84
11/29/2007,0.4,-0.2,-0.8,0.4,,,84.84
11/30/2007,0.4,-0.4,-0.9,0.1,,,84.84
12/1/2007,0.6,-0.4,-0.8,0.1,,,84.84
12/2/2007,0.6,-0.7,-0.8,0.5,,,84.84
12/3/2007,0.4,-0.55,-0.9,0.5,,,84.84
12/4/2007,0.2,-0.4,-0.9,-0.7,,,86.61
12/5/2007,0.2,-0.7,-1,-0.8,,,86.61
12/6/2007,0.4,-0.7,-0.9,-0.4,,,109.22
12/7/2007,0.6,-0.7,-1,-0.5,,,122.43
12/8/2007,0.6,-0.8,-0.9,0.3,,,122.43
12/9/2007,0.4,-0.9,-1,-0.3,,,122.43
12/10/2007,0.6,-0.7,-1.1,-0.1,,,122.43
12/11/2007,0.6,-0.7,-1.1,0.3,,,122.43
12/12/2007,0.8,-0.9,-1,0.2,,,122.43
12/13/2007,0.6,-0.9,-1,0.4,,,122.43
12/14/2007,0.6,-0.9,-0.9,0.15,,,122.43
12/15/2007,0.6,-0.9,-0.9,0,,,122.43
12/16/2007,0.8,-1.1,-0.8,0.85,,,122.43
12/17/2007,0.6,-1.1,-0.9,-0.2,,,126.75
12/18/2007,0.6,-1.1,-1,-0.2,,,150.11
12/19/2007,0.8,-1.1,-1.1,-0.4,,,155.7
12/20/2007,1,-1.1,-1.1,-0.4,,,184.91
12/21/2007,1.2,-1.1,-1.1,0.1,,,184.91
12/22/2007,1,-1.1,-1.1,0,,,184.91
12/23/2007,0.8,-1.1,-1.1,-0.4,,,184.91
12/24/2007,0.8,-1.1,-1.1,-0.1,,,187.2
12/25/2007,0.8,-1.1,-1.1,0.4,,,187.2
12/26/2007,1,-1.4,-1,0.45,,,187.2
12/27/2007,0.8,-1.4,-1,0.5,,,187.2
12/28/2007,1,-1.4,-1,0.15,,,187.2
12/29/2007,1,-1.4,-1.1,0.1,,,197.61
12/30/2007,0.9,-1.4,-1.1,-0.15,,,200.41
12/31/2007,0.8,-1.4,-1.1,-0.5,,,200.41
1/1/2008,0.8,-1.4,-1.2,0.3,,,200.41
1/2/2008,0.8,-1.4,-1.2,0.6,,,200.41
1/3/2008,0.8,-1.4,-1.2,0.6,,,201.93
1/4/2008,0.8,-1.1,-1.2,0.5,,,306.07
1/5/2008,,92.95,-1.2,0.75,,,313.69
1/6/2008,,-0.3,-1.3,0.6,,,329.69
1/7/2008,,-1.6,-1.2,0.8,,,341.88
1/8/2008,,-1.6,-1.1,0.6,,,348.74
1/9/2008,,16.3,-1.2,0.5,,,353.57
1/10/2008,,10.5,-1.1,0.5,,,355.85
1/11/2008,1.4,27.2,-1.2,0.3,,,355.85
1/12/2008,1.6,41.3,-1.3,0.3,,,355.85
1/13/2008,1.4,56.6,-1.3,0.3,,,355.85
1/14/2008,1.4,54.3,-1.3,0.15,,,355.85
1/15/2008,1.2,49.4,-1.4,0.15,,,355.85
1/16/2008,1.4,43.4,-1.4,0.1,,,355.85
1/17/2008,1.4,34.1,-1.4,0.6,,,355.85
1/18/2008,1.2,26.5,-1.4,0.75,,,355.85
1/19/2008,1.4,20,-1.4,0.85,,,355.85
1/20/2008,1.4,18.1,-1.4,1,,,355.85
1/21/2008,1.5,12.4,-1.5,0.95,,,362.46
1/22/2008,1.6,7.1,-1.4,0.85,,,363.22
1/23/2008,1.6,4.2,-1.4,0.8,,,369.82
1/24/2008,1.6,2.8,-1.4,0.7,,,371.6
1/25/2008,1.6,0.2,-1.4,0.5,,,372.87
1/26/2008,1.4,-1.4,-1.4,0.35,,,372.87
1/27/2008,1.4,12.4,-1.4,0.4,,,418.34
1/28/2008,1.6,83.5,-1.4,1.05,,,420.37
1/29/2008,2,72.3,0.4,1.1,,,420.88
1/30/2008,1.8,65.4,0.6,0.8,,,436.63
1/31/2008,1.8,68.5,4.9,0.7,,,451.1
2/1/2008,1.8,83.3,37.75,0.6,,,464.82
2/2/2008,2,83.3,56.8,1.1,,,478.03
2/3/2008,2,106.3,79,0.65,,,510.79
2/4/2008,2,96.55,83.6,0.8,,,521.46
2/5/2008,1.8,94.65,86.3,0.5,,,524.26
2/6/2008,1.6,100.9,93.75,0.35,,,524.26
2/7/2008,1.6,104.2,102.65,0.5,,,524.26
2/8/2008,1.4,105.3,113.55,0.35,,,524.26
2/9/2008,1.2,100,120.7,0.1,,,524.26
2/10/2008,1.2,94.7,123.8,-0.1,,,524.26
2/11/2008,1.2,86.3,125.25,0.1,,,524.26
2/12/2008,1,82.1,125.5,0.5,,,524.26
2/13/2008,1.2,80.2,132.05,0.8,,,524.26
2/14/2008,1.2,73.45,129.8,0.9,,,524.26
2/15/2008,1.2,70.1,125.5,0.5,,,524.26
2/16/2008,1.2,67.3,122.4,0.6,,,524.26
2/17/2008,1,65.7,124.85,0.8,,,524.26
2/18/2008,1.2,63.4,126.4,0.8,,,524.26
2/19/2008,1.2,58.5,127,0.7,,,524.76
2/20/2008,1.2,58.5,128.25,0.3,,,535.69
2/21/2008,1.4,61,130.95,0.6,,,543.05
2/22/2008,1.4,68.55,133.8,0.7,,,555.24
2/23/2008,1.4,82.6,133.5,0.8,,,579.63
2/24/2008,1.4,116.6,145.7,0.6,,,609.35
2/25/2008,1.2,115.6,152.25,0.6,,,609.35
2/26/2008,1.1,106.85,163.5,0.5,,,609.35
2/27/2008,1,99.1,171.4,0.3,,,609.35
2/28/2008,0.8,93.5,178.75,2,,,609.35
2/29/2008,0.8,89.3,177.2,5.6,,,609.35
3/1/2008,1,84.7,176.8,8.4,,,609.35
3/2/2008,1,81.7,177.9,11,,,609.35
3/3/2008,1,79.1,175.5,12.8,,,609.35
3/4/2008,1,77.7,179.9,13.8,,,609.35
3/5/2008,1,74.3,181.9,14.9,,,609.35
3/6/2008,1,71.5,176.8,16,,,609.35
3/7/2008,0.8,69.4,175.3,17.6,,,609.35
3/8/2008,0.8,68.5,177.9,18.9,,,609.35
3/9/2008,0.8,65.7,178.2,20.3,,,609.35
3/10/2008,0.8,62.4,173.5,22,,,609.35
3/11/2008,0.8,60.3,171.9,23.2,,,609.35
3/12/2008,0.8,58.7,174.5,24.1,,,610.62
3/13/2008,1,61.85,176.3,28.4,,,635
3/14/2008,1.2,69.8,176.4,30.4,,,638.05
3/15/2008,1.4,75.65,180.2,31.8,,,648.72
3/16/2008,1.2,79.4,182.1,33.2,,,649.22
3/17/2008,1,75.6,180.1,33.1,,,649.22
3/18/2008,1,74.3,179.8,34.1,,,649.22
3/19/2008,1,72.6,183.7,35.7,,,652.53
3/20/2008,1,70.65,183.95,37.9,,,652.78
3/21/2008,1,69.2,181.5,38,,,652.78
3/22/2008,0.8,68.5,183.65,39.2,,,652.78
3/23/2008,0.8,66.6,184.55,40.6,,,652.78
3/24/2008,0.8,65,186.7,41.8,,,652.78
3/25/2008,0.8,62,187.1,42.95,,,652.78
3/26/2008,0.9,59.4,185.6,43.9,,,652.78
3/27/2008,1,57.8,185,44.2,,,652.78
3/28/2008,1,57.1,188.4,46.1,,,654.56
3/29/2008,1,54.5,189.4,47.3,,,655.07
3/30/2008,1,51.8,187.9,48,,,655.07
3/31/2008,1,49.4,182.4,49,,,655.07
4/1/2008,1,48.7,182,50.1,,,655.07
4/2/2008,1,47,181.3,51.2,,,655.07
4/3/2008,0.8,43.9,177,52.3,,,655.07
4/4/2008,1,42.9,175.25,53.3,,,655.07
4/5/2008,1,42.7,179,54.15,,,655.07
4/6/2008,1,40.4,178.25,55.6,,,655.07
4/7/2008,1,38.5,175.6,56.2,,,655.07
4/8/2008,1,39,177.6,57.9,,,655.32
4/9/2008,1,36.7,176.9,59.4,,,655.32
4/10/2008,0.8,33.9,172.8,59.7,,,655.32
4/11/2008,0.6,31.6,169.3,60.8,,,655.32
4/12/2008,0.5,30.2,167.1,61.8,,,655.32
4/13/2008,0.4,30.2,167.7,62.9,,,655.32
4/14/2008,0.6,29.7,171.95,64.3,,,655.32
4/15/2008,0.6,26.7,171.55,64.8,,,655.32
4/16/2008,0.6,25.1,169.75,65.1,,,655.32
4/17/2008,0.4,23.4,167.1,65.7,,,655.32
4/18/2008,,23.9,167.8,67.4,,,655.32
4/19/2008,,23.2,172.8,68.4,,,655.32
4/20/2008,,19.3,166.4,70.2,,,655.32
4/21/2008,,18.6,164.05,69.9,,,655.32
4/22/2008,,18.3,163.6,70.75,,,657.35
4/23/2008,,16.3,162.85,75.6,,,661.92
4/24/2008,0.1,13.7,157.4,77,,,661.92
4/25/2008,0.1,12.3,154.1,72.7,,,661.92
4/26/2008,0,11.4,153.75,73.2,,,661.92
4/27/2008,-0.2,9.8,153.5,75.1,,,661.92
4/28/2008,-0.1,8.6,153.85,76.6,,,661.92
4/29/2008,0.1,7.9,156.65,77.4,,,661.92
4/30/2008,0.1,5.4,155.7,78.4,,,661.92
5/1/2008,0.1,3.3,152.8,78.5,,,661.92
5/2/2008,0.1,1.2,150.3,80.4,,,661.92
5/3/2008,-0.1,0.2,149.7,81.05,,,661.92
5/4/2008,0.1,-0.4,151.3,83.4,,,664.21
5/5/2008,-0.3,-2.3,148.6,84.8,,,664.21
5/6/2008,-0.5,-3.2,145,85.5,,,664.21
5/7/2008,-0.3,-3.9,143.85,86.7,,,664.21
5/8/2008,-0.3,-3.9,141.5,87.75,,,664.21
5/9/2008,-0.3,-3,141.05,88.9,,,664.21
5/10/2008,-0.5,-3,137.15,89.85,,,664.21
5/11/2008,-0.3,-3,136.2,90.95,,,664.21
5/12/2008,-0.3,-3,136.5,92.1,,,664.21
5/13/2008,-0.5,-3,131.3,92.3,,,664.21
5/14/2008,-0.5,-3,127.35,93.95,,,664.21
5/15/2008,-0.7,-3,125.75,95,,,664.21
5/16/2008,-0.7,-3,122.7,95.9,,,664.21
5/17/2008,-0.7,-3,120,97.95,,,664.21
5/18/2008,-0.7,-3,119.9,99,,,664.21
5/19/2008,-0.7,-3,120.1,100.05,,,664.21
5/20/2008,-0.7,-3,119.9,100.65,,,664.72
5/21/2008,-0.3,-3,119.8,101.8,,,664.97
5/22/2008,-0.3,-3,125.05,101.1,,,664.97
5/23/2008,-0.1,-3,124.55,102.55,,,669.04
5/24/2008,-0.1,-3,113.95,109,,,684.78
5/25/2008,-0.1,-3,110.8,108.5,,,698.25
5/26/2008,-0.1,-3,107.4,109.55,,,703.33
5/27/2008,-0.1,-3,104.8,110,,,714.5
5/28/2008,-0.1,-3,101.85,110.35,,,715.01
5/29/2008,-0.3,-3,98.7,113.15,,,715.01
5/30/2008,-0.3,-3,97.1,110.8,,,715.01
5/31/2008,-0.3,-3,95.25,108.45,,,715.01
6/1/2008,-0.4,-3,93.8,106.75,,,715.01
6/2/2008,-0.5,-3,92.4,105,,,715.01
6/3/2008,-0.5,-3,92.5,104.1,,,715.01
6/4/2008,-0.5,-3,94.6,103.2,,,715.01
6/5/2008,-0.4,-3,90.5,101.4,,,715.01
6/6/2008,-0.3,-3,88.1,101.1,,,715.01
6/7/2008,-0.5,-3,86.5,100.6,,,715.01
6/8/2008,-0.5,-3,82.85,101.1,,,715.01
6/9/2008,-0.5,-3,80.9,101,,,715.01
6/10/2008,-0.5,-3,80.55,101,,,715.01
6/11/2008,-0.5,-3,78,99.7,,,715.01
6/12/2008,-0.5,-3,76.4,100.15,,,715.01
6/13/2008,-0.7,-3,72.2,101,,,715.01
6/14/2008,-0.7,-3,70.35,102.7,,,715.01
6/15/2008,-0.7,-3,69.2,103.6,,,715.01
6/16/2008,-0.7,-3,68,103.6,,,715.01
6/17/2008,-0.5,-3,63.55,103.1,,,715.01
6/18/2008,-0.6,-3,59.8,103.8,,,715.01
6/19/2008,-0.7,-3,59.5,103.7,,,715.01
6/20/2008,-0.9,-3,57.9,104,,,715.01
6/21/2008,-0.9,-3,55.9,105.4,,,715.01
6/22/2008,-0.9,-3,53.8,105.9,,,715.01
6/23/2008,-0.9,-3,53.5,105.6,,,715.01
6/24/2008,-0.9,-3,52.55,106.3,,,715.01
6/25/2008,-0.9,-3,50.8,106.65,,,715.01
6/26/2008,-0.9,-3,49,106.9,,,715.01
6/27/2008,-0.9,-3,47.4,106.8,,,715.01
6/28/2008,-1,-3,43.25,107.9,,,715.01
6/29/2008,-0.9,-3,40.4,107.2,,,715.01
6/30/2008,-0.9,-3,38,107.15,,,715.01
7/1/2008,-0.9,-3,36.7,108.1,,,715.01
7/2/2008,-0.9,-3,35.6,108.55,,,715.01
7/3/2008,-0.9,-3,33.7,108.4,,,715.01
7/4/2008,-0.9,-3,30.5,107.55,,,715.01
7/5/2008,-0.9,-3,28.5,108.6,,,715.01
7/6/2008,-1.1,-3,27.8,108.9,,,715.01
7/7/2008,-1.1,-2.8,25.1,108.1,,,715.01
7/8/2008,-1.3,-2.8,21.9,109.65,,,715.01
7/9/2008,-1.4,-2.8,18.3,111,,,715.01
7/10/2008,-1.3,-2.8,15.2,113.05,,,715.01
7/11/2008,-1.3,-2.8,11.45,111.6,,,715.01
7/12/2008,-1.3,-2.8,8.1,110.15,,,715.01
7/13/2008,-1.3,-2.8,7.1,110.2,,,715.01
7/14/2008,-1.3,-2.5,6.6,108.2,,,715.01
7/15/2008,-1.3,-2.5,5.6,110.35,,,715.01
7/16/2008,-1.3,-2.5,3.75,110.85,,,715.01
7/17/2008,-1.3,-2.5,2.65,110.75,,,715.01
7/18/2008,-1.3,-2.5,1.4,110.6,,,715.01
7/19/2008,-1.3,-2.3,0.6,111.1,,,715.01
7/20/2008,-1.3,-2.3,-0.3,109.75,,,715.01
7/21/2008,-1.3,-2.3,-0.9,108.9,,,715.01
7/22/2008,-1.3,-2.3,-1,108.25,,,715.01
7/23/2008,-1.3,-2.3,-1,108.6,,,715.01
7/24/2008,-1.3,-2.3,-1,108.65,,,715.01
7/25/2008,-1.3,-2.1,-1,109.85,,,715.01
7/26/2008,-1.3,-2.3,-1.05,108.05,,,715.01
7/27/2008,-1.3,-2.1,-1,107.75,,,715.01
7/28/2008,-1.3,-2.1,-1,105.35,,,715.01
7/29/2008,-1.3,-1.8,-1,105.7,,,715.01
7/30/2008,-1.3,-1.8,-1,105.4,,,715.01
7/31/2008,-1.3,-1.8,-1,104.25,,,715.01
8/1/2008,-1.3,-1.6,-1,104.85,,,715.01
8/2/2008,-1.3,-1.1,-0.9,105.7,,,715.01
8/3/2008,-1.3,-0.4,-1,105.1,,,715.01
8/4/2008,-1.3,0,-1,103.6,,,715.01
8/5/2008,-1.3,0.1,-1,104.1,,,715.01
8/6/2008,-1.3,0.5,-1,104.25,,,715.01
8/7/2008,-1.3,0.5,-0.9,104.85,,,715.01
8/8/2008,-1.3,0.5,-1,103.9,,,715.01
8/9/2008,-1.3,0.35,-1,102.45,,,715.01
8/10/2008,-1.3,0.5,-0.9,101.15,,,715.01
8/11/2008,-1.5,0.2,-0.9,101.3,,,715.01
8/12/2008,-1.5,0.2,-0.9,102.7,,,715.01
8/13/2008,-1.5,0.5,-0.9,102.7,,,715.01
8/14/2008,-1.7,0.5,-0.9,103.2,,,715.01
8/15/2008,-1.7,0.5,-0.9,103.15,,,715.01
8/16/2008,-1.7,0.5,-0.9,102.05,,,715.01
8/17/2008,-1.5,0.5,-0.9,101.65,,,715.01
8/18/2008,-1.5,0.5,-0.9,97.1,,,715.01
8/19/2008,-1.3,0.5,-0.8,95,,,715.01
8/20/2008,-1.3,0.5,-0.8,94.2,,,715.01
8/21/2008,-1.5,0.7,-0.8,94.3,,,715.01
8/22/2008,-1.5,0.5,-0.8,94.25,,,715.01
8/23/2008,-1.5,0.5,-0.8,93.75,,,715.01
8/24/2008,-1.5,0.5,-0.8,93.3,,,715.01
8/25/2008,-1.5,0.5,-0.8,93.6,,,715.01
8/26/2008,-1.5,0.5,-0.8,92.6,,,715.01
8/27/2008,-1.5,0.5,-0.8,92.4,,,715.01
8/28/2008,-1.5,0.7,-0.8,93.2,,,715.01
8/29/2008,-1.5,0.7,-0.7,94.25,,,715.01
8/30/2008,-1.5,0.7,-0.8,93.45,,,715.01
8/31/2008,-1.1,0.7,-0.8,91.9,,,715.01
9/1/2008,-1.3,0.6,-0.7,90.7,,,715.01
9/2/2008,-1.3,0.5,-0.8,90.65,,,715.01
9/3/2008,-1.5,0.7,-0.8,90.4,,,715.01
9/4/2008,-1.5,0.7,-0.8,89.6,,,715.01
9/5/2008,-1.5,0.7,-0.7,90,,,715.01
9/6/2008,-1.5,0.7,-0.65,90.4,,,715.01
9/7/2008,-1.5,0.7,-0.6,89.8,,,715.01
9/8/2008,-1.3,0.7,-0.6,89.95,,,715.01
9/9/2008,-1.3,0.7,-0.6,89.9,,,715.01
9/10/2008,-1.3,0.7,-0.6,89.4,,,715.01
9/11/2008,-1.3,0.7,-0.6,89.3,,,715.01
9/12/2008,-1.3,0.7,-0.6,89.2,,,715.01
9/13/2008,-1.3,0.7,-0.6,88.95,,,715.01
9/14/2008,-1.5,0.7,-0.6,89,,,715.01
9/15/2008,-1.5,0.7,-0.6,89,,,715.01
9/16/2008,-1.5,0.7,-0.6,89,,,715.01
9/17/2008,-1.3,0.7,-0.6,89,,,715.01
9/18/2008,-1.3,0.7,-0.6,89.1,,,715.01
9/19/2008,-1.1,0.7,-0.6,88.9,,,715.01
9/20/2008,-1.1,0.7,-0.6,88.95,,,715.01
9/21/2008,-1.1,0.7,-0.6,88.9,,,715.01
9/22/2008,-1.1,0.7,-0.6,88.7,,,715.01
9/23/2008,-1.1,0.7,-0.6,88.8,,,715.01
9/24/2008,-1.1,0.7,-0.6,88.6,,,715.01
9/25/2008,-1.2,0.7,-0.6,89.1,,,715.01
9/26/2008,-1.1,0.7,-0.6,89.4,,,715.01
9/27/2008,-1.3,0.7,-0.6,89.55,,,715.01
9/28/2008,-1.3,0.7,-0.6,89.65,,,715.01
9/29/2008,-1.3,0.7,-0.6,89.9,,,715.01
9/30/2008,-1.3,0.7,-0.6,89.85,,,715.01
10/1/2008,-0.4,0.7,-0.6,90.2,,,0
10/2/2008,-0.2,0.7,-0.6,90.1,,,0
10/3/2008,0,0.7,-0.6,90.6,,,12.19
10/4/2008,0.2,0.7,-0.6,105.85,,,32.26
10/5/2008,0.2,0.7,-0.6,102.2,,,32.26
10/6/2008,0.2,0.7,-0.6,96.9,,,32.26
10/7/2008,0.2,0.7,-0.6,75.15,,,32.26
10/8/2008,0.2,0.7,-0.6,71.05,,,32.26
10/9/2008,0.4,0.7,-0.6,66.55,,,32.26
10/10/2008,0.6,0.7,-0.6,63.15,,,32.26
10/11/2008,0.6,0.7,-0.6,63,,,32.26
10/12/2008,0.6,0.7,-0.6,63.05,,,32.26
10/13/2008,0.4,0.5,-0.6,62.7,,,32.26
10/14/2008,0.4,0.6,-0.6,64.4,,,32.26
10/15/2008,0.2,0.5,-0.6,67.15,,,32.26
10/16/2008,0.2,0.5,-0.6,67.75,,,32.26
10/17/2008,0.2,0.5,-0.6,68.6,,,32.26
10/18/2008,0.4,0.5,-0.6,70.5,,,32.26
10/19/2008,0.2,0.5,-0.6,70.7,,,32.26
10/20/2008,0.4,0.35,-0.6,70.9,,,32.26
10/21/2008,0.2,0.35,-0.6,72.25,,,32.26
10/22/2008,0,0.2,-0.6,74.2,,,32.26
10/23/2008,0.2,0.2,-0.6,76.1,,,32.26
10/24/2008,0.1,0.2,-0.6,76.9,,,32.26
10/25/2008,0.2,0.2,-0.6,77.3,,,32.26
10/26/2008,0.2,0.2,-0.6,79.1,,,32.26
10/27/2008,0.2,0.2,-0.6,81.05,,,32.26
10/28/2008,0.2,0.2,-0.6,80.8,,,32.26
10/29/2008,0.1,0.2,-0.6,83.55,,,32.26
10/30/2008,0.2,0.2,-0.6,85.15,,,32.26
10/31/2008,0.4,0,-0.6,95.35,,,39.88
11/1/2008,0.4,0,-0.6,105.85,,,81.03
11/2/2008,0.4,0,-0.8,97.4,,,110.49
11/3/2008,0.6,0,-0.7,92.8,,,121.16
11/4/2008,0.8,-0.1,-0.8,90.3,,,125.22
11/5/2008,0.6,0,-0.8,82.15,,,125.22
11/6/2008,0.6,0,-0.8,81.7,,,125.22
11/7/2008,0.4,-0.1,-0.8,77.2,,,125.22
11/8/2008,0.4,-0.2,-0.8,72.4,,,133.1
11/9/2008,0.6,-0.2,-0.8,70.3,,,136.4
11/10/2008,0.6,-0.2,-0.8,68.9,,,136.4
11/11/2008,0.6,-0.2,-0.8,63.1,,,136.4
11/12/2008,0.5,-0.2,-0.8,59.25,,,136.4
11/13/2008,0.4,-0.2,-0.8,52.5,,,136.4
11/14/2008,0.2,-0.2,-0.8,43.4,,,136.4
11/15/2008,0,-0.2,-0.8,34.25,,,136.4
11/16/2008,0.2,-0.2,-0.8,21.7,,,136.4
11/17/2008,0.2,-0.4,-0.9,,,,136.4
11/18/2008,0.2,-0.4,-0.8,,,,136.4
11/19/2008,0.4,-0.4,-0.8,,,,136.4
11/20/2008,0.4,-0.4,-0.8,,,,136.4
11/21/2008,0.4,-0.4,-0.8,,,,136.4
11/22/2008,0.6,-0.4,-0.7,,,,136.4
11/23/2008,0.5,-0.4,-0.7,,,,136.4
11/24/2008,0.4,-0.7,-0.8,,,,136.4
11/25/2008,0.4,-0.4,-0.8,,,,136.65
11/26/2008,0.6,-0.7,-0.8,,,,143.26
11/27/2008,0.5,-0.7,-0.9,,,,143.26
11/28/2008,0.6,-0.7,-0.8,,,,143.26
11/29/2008,0.4,-0.7,-0.9,,,,143.26
11/30/2008,0.4,-0.7,-1,,,,143.26
12/1/2008,0.4,-0.7,-0.9,,,,143.26
12/2/2008,0.4,-0.9,-0.8,,,,143.26
12/3/2008,0.6,-0.9,-0.8,,,,143.26
12/4/2008,0.4,-0.7,-0.8,,,,143.26
12/5/2008,0.4,-0.9,-0.8,,,,143.26
12/6/2008,0.4,-0.9,-0.9,,,,143.26
12/7/2008,0.6,-0.9,-0.9,,,,143.26
12/8/2008,0.6,-0.9,-0.9,,,,143.26
12/9/2008,0.6,-0.9,-0.9,,,,143.26
12/10/2008,0.6,-0.9,-1,,,,143.26
12/11/2008,0.4,-0.9,-1,,,,143.26
12/12/2008,0.4,-1.1,-1,,,,143.26
12/13/2008,0.7,-0.9,-0.9,,,,149.1
12/14/2008,1,-0.9,-0.8,,,,149.35
12/15/2008,1,-1.1,-0.8,,,,150.62
12/16/2008,1,-1.1,-0.9,,,,156.46
12/17/2008,1,-1.1,-0.9,,,,163.32
12/18/2008,1,-1.1,-1,,,,163.83
12/19/2008,1,-1.1,-1,,,,177.04
12/20/2008,1,-1.1,-1.1,,,,181.1
12/21/2008,0.8,-1.1,-1.1,,,,204.22
12/22/2008,1,-1.4,-1.1,,,,216.92
12/23/2008,1,-1.4,-1.1,,,,223.01
12/24/2008,1,-1.4,-1.1,,,,233.17
12/25/2008,1,-1.4,-1,,,,261.37
12/26/2008,1.2,-1.4,-1,,,,271.78
12/27/2008,1.4,-1.6,-1.1,,,,272.03
12/28/2008,1.2,-1.6,-1.1,,,,272.03
12/29/2008,1.1,-1.4,-1.1,,,,272.03
12/30/2008,1,-1.6,-1.1,,,,272.03
12/31/2008,1,-1.6,-1.2,,,,272.03
1/1/2009,0.8,-1.6,-1.2,,,,272.03
1/2/2009,0.8,-1.8,-1.2,,,,292.61
1/3/2009,1,-1.8,-1.2,,,,292.61
1/4/2009,1,-1.8,-1.1,,,,292.61
1/5/2009,1,-1.8,-1.1,,,,294.39
1/6/2009,1,-1.8,-1.1,,,,294.39
1/7/2009,0.8,-1.8,-1.2,,,,294.39
1/8/2009,0.8,-1.8,-1.2,,,,294.39
1/9/2009,0.8,-1.8,-1.4,,,,294.39
1/10/2009,0.7,-1.8,-1.4,,,,294.39
1/11/2009,0.6,-1.6,-1.4,,,,294.39
1/12/2009,0.4,-1.8,-1.3,,,,294.39
1/13/2009,0.4,-1.8,-1.2,,,,294.39
1/14/2009,0.6,-1.8,-1.2,,,,294.39
1/15/2009,0.4,-1.8,-1.2,,,,294.39
1/16/2009,0.4,-1.8,-1.3,,,,294.39
1/17/2009,0.6,-1.8,-1.4,,,,294.39
1/18/2009,0.6,-1.8,-1.4,,,,294.39
1/19/2009,0.6,-1.8,-1.4,,,,294.39
1/20/2009,0.6,-1.8,-1.4,,,,294.39
1/21/2009,0.6,-1.6,-1.4,,,,296.42
1/22/2009,0.6,-1.8,-1.4,,,,314.96
1/23/2009,0.6,-1.8,-1.4,,,,339.09
1/24/2009,0.6,-1.8,-1.4,,,,368.05
1/25/2009,0.8,-1.8,-1.4,,,,370.08
1/26/2009,1,-1.8,-1.4,,,,370.33
1/27/2009,1,-1.8,-1.4,,,,370.33
1/28/2009,1,-1.8,-1.5,,,,370.33
1/29/2009,0.6,-1.8,-1.5,,,,370.33
1/30/2009,0.6,-1.8,-1.5,,,,370.33
1/31/2009,0.6,-2.1,-1.6,,,,370.33
2/1/2009,0.6,-1.8,-1.5,,,,370.33
2/2/2009,0.6,-1.8,-1.4,,,,370.33
2/3/2009,0.4,-1.8,-1.4,,,,370.33
2/4/2009,0.4,-1.8,-1.4,,,,370.33
2/5/2009,0.6,-2.1,-1.5,,,,370.33
2/6/2009,0.8,-1.8,-1.5,,,,375.92
2/7/2009,0.7,-2.1,-1.5,,,,375.92
2/8/2009,0.6,-2.1,-1.5,,,,378.21
2/9/2009,1.4,-1.8,-1.6,,,,390.65
2/10/2009,1.8,-2.1,-1.6,,,,392.18
2/11/2009,,-2.1,-1.7,,,,398.27
2/12/2009,0.6,-2.1,-1.7,,,,403.86
2/13/2009,0.8,-2.1,-1.6,,,,413
2/14/2009,0.8,-2.1,-1.5,,,,421.13
2/15/2009,0.8,-2.1,-1.5,,,,430.78
2/16/2009,0.8,-2.1,-1.4,,,,435.36
2/17/2009,,-2.1,-1.5,,,,448.31
2/18/2009,0.6,-2.1,-1.6,,,,464.57
2/19/2009,0.6,22.4,-1.6,,,,464.57
2/20/2009,0.4,40.2,-1.7,,,,464.57
2/21/2009,0.4,31.45,-1.7,,,,464.57
2/22/2009,0.4,19.3,-1.7,,,,485.39
