h_m,cv_m2_s,T_s,Pu_kPa,phi_deg,tau_kPa,sigma_eff0_kPa,Pi,R_Pi,FS_PD,Psi
0.07625233741333258,1.5061922427981082e-06,41.954309218629255,14.131658900294465,28.010683469441112,38.63784015508736,62.26049063180062,0.010868025768514653,0.8431555595635499,0.6931317962180895,-0.3068682037819105
0.07071221837767312,1.7976959362198163e-06,20.135694989357642,25.008850967581886,27.064159261141928,12.18874441828605,70.58977185102616,0.007239256028690302,0.8719909216935704,2.044891559971155,1.044891559971155
0.02189908760497345,0.00012226692034198846,4.692841465015493,17.075419993573917,25.220376180867202,28.174258788509135,60.71938743608624,1.1964452075799195,0.06965026199189003,0.9951847341871222,-0.004815265812877834
0.03095990964958151,5.1944366666103554e-06,12.027234467514148,12.396825939071782,33.92623742711005,38.487121588236974,39.58868396755541,0.06517857537779766,0.6162597819578546,0.5583710074550177,-0.44162899254498234
0.06258157777759972,9.784533107500625e-05,15.171038040230075,24.070609974623693,32.80057978230617,33.82303334279694,85.15655438218522,0.3790202275748967,0.21472199715022816,1.524107411312504,0.5241074113125039
0.022741543358758526,1.6892319945012948e-05,17.34380389788018,30.231512710882356,32.80521998332765,33.534829572664194,49.518573488192,0.5664920027771219,0.14656324466089116,0.8666476996339412,-0.13335230036605883
0.04054917101264285,3.7566390977869525e-05,49.764962178499545,7.583656655411884,35.71210635617154,27.305561300334706,70.46190655747105,1.1369966698315186,0.07329153779748222,1.8404683637089252,0.8404683637089252
0.05477464259812802,5.1039672856932596e-05,170.07757559098738,32.47015249143323,32.09474561159432,25.43772965478597,68.37376932841613,2.8933157660399575,0.02880201818886504,1.6627078735284215,0.6627078735284215
0.032497328302197516,0.00014642447607892813,2.9983080052521784,15.874194745995224,33.688593454745416,32.43463002032938,71.61776528341909,0.4157139586835455,0.19719386020312457,1.407624173922341,0.40762417392234096
0.031936696141417094,1.700378193358742e-05,129.34591316510287,27.659556855557994,32.93041056526843,21.604637693354526,69.35363653495128,2.156345095633299,0.038645638604618796,2.0470971648967917,1.0470971648967917
0.07093273357383192,1.7440637467877687e-06,20.529612260174567,22.80153814086236,34.58491730919535,15.034556314522021,55.01199786861372,0.007116225604920551,0.8730833335586481,1.60984039800139,0.60984039800139
0.03342177264516407,9.58347521193322e-06,141.81333663923726,5.666731068093635,28.77943685533597,39.410230216006646,77.77072635537888,1.2166933606086152,0.06849123663251029,1.0785343848281002,0.07853438482810016
0.08934390803953464,0.0001205516509595397,29.427896680913385,34.953813734310685,24.77556802234393,25.573552500904835,36.60061495171996,0.4444291070650825,0.1852064858082462,0.5437263780862689,-0.4562736219137311
0.07591140588415941,4.9510894551209697e-05,120.4698650776387,11.913261031229077,36.002485734616414,16.252832314596724,31.860154466734375,1.0350590519182281,0.08050780075753822,1.3814805047092094,0.38148050470920936
0.0657780360504752,5.34222442202341e-06,167.11130463747017,12.377921301362875,37.1621136714573,16.287251189895315,54.13992677277599,0.2063317934547116,0.35193791609468467,2.3169042102743123,1.3169042102743123
0.09927098625792548,1.5672123874729e-05,20.692131858180623,34.42265311933843,29.52650552636821,23.15676049004312,67.46604925168256,0.032907009738208835,0.7270804839209511,1.0379773988690935,0.03797739886909346
0.03034264195043435,2.230843997236253e-06,13.630920173099614,25.502568134266784,29.596998311943572,19.125928590889345,78.52102207901811,0.03302840420480007,0.7265776190567834,1.7816503109847825,0.7816503109847825
0.05839168017131413,1.1954790730302044e-06,2.3669253094206564,20.912851534397902,36.87215817060582,41.323497425997374,32.635102194030296,0.0008298977515435472,0.9566582687200562,0.22922227087034014,-0.7707777291296598
0.025827992960472324,2.6637380957487494e-06,89.29854081785327,12.273813391081156,26.211542819164137,23.402363935411444,85.6069967940652,0.35657801703462827,0.2268806544101116,1.742317759137276,0.742317759137276
0.08329674217241641,1.4149495673403065e-05,36.67053823949413,16.32401969593794,24.934532123454545,22.213932312783115,87.28568481542489,0.07478288459433222,0.5893362245272037,1.6254648032337171,0.6254648032337171
0.041019465053591254,1.4290699043391235e-05,14.06921036136855,24.536453925513854,27.133343704019964,36.64266966791459,31.641519995776456,0.11949320556965137,0.48605919930941655,0.2757260081654824,-0.7242739918345176
0.06332784382359735,1.921432517661013e-06,2.35933934439878,25.180665072791744,35.38607602034369,28.13513946314094,47.12955851989146,0.0011303843688085001,0.9494167218108913,0.5862761225622507,-0.4137238774377493
